zpid,GT,GT_class,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
89074633,141,moderate,moderate,moderate,fast,"The property is located in a desirable area with amenities, but the tenant occupancy until March may delay the sale, leading to a moderate selling time.","The property has appealing amenities and a desirable location in Downtown Brooklyn, but the tenant occupancy until March may delay the sale, leading to a moderate selling time.","The property features modern amenities, a prime location in Downtown Brooklyn, and a spacious layout, which are attractive to buyers. The tax abatement and tenant occupancy until March may also create urgency."
20746689,62,moderate,fast,fast,fast,"The property was marketed with a price reduction for a quick sale and is located in a desirable area, which likely attracted buyers quickly, resulting in a fast sale.","The property features a price reduction for a quick sale, is fully renovated, and is located in a desirable area, which typically attracts buyers quickly, indicating a fast sale.","The property features a price reduction for a quick sale, fully renovated status, and desirable location near Sunset Blvd, which are strong indicators for fast selling."
20803674,101,slow,moderate,moderate,fast,"The property is well-located and has appealing features, but the age of the building and the price reduction suggest it may have taken longer to sell, likely within the moderate range.","The property has appealing features like a price reduction, spacious layout, and prime location, but it may take longer to sell due to its age and market competition.","The property features desirable attributes like a price reduction, spacious layout, and prime location near major studios, which typically attract buyers quickly, indicating a fast sale."
19998238,25,moderate,moderate,moderate,fast,"The property is well-located and features modern amenities, which typically attract buyers. However, its age and size suggest it may take some time to sell, resulting in a moderate selling time.","The property features modern amenities and a desirable location, but lacks highly sought-after keywords that typically indicate a fast sale. Thus, it likely sold in a moderate timeframe.","The property features modern amenities and a desirable layout, which are appealing to buyers. The description emphasizes comfort and style, likely attracting quick interest."
20173720,18,moderate,moderate,moderate,fast,"The property has a spacious layout and luxurious features, which typically attract buyers. However, its age and size may lead to a moderate selling time, likely between 7 to 77 days.","The property features luxurious amenities and a spacious layout, which typically attract buyers. However, its age and specific location may lead to a moderate selling time.","The property features desirable attributes like 6 bedrooms, a spacious layout, and luxury finishes, which are appealing to buyers. The description emphasizes comfort and elegance, likely attracting quick interest."
3690364,302,slow,moderate,slow,moderate,"The property is well-located with desirable amenities and features, but its age and the competitive market may have contributed to a moderate selling time.","The property has several slow-selling keywords like 'doorperson' and 'amenity', and its age of 54 years may deter some buyers, contributing to a longer time on the market.","The property has appealing features like unobstructed views, new appliances, and building amenities, but the presence of 'doorperson' suggests a slower market trend in the area."
2057626972,247,slow,fast,fast,fast,"The property is marketed with immediate closings and a luxurious appeal, suggesting high demand. Its modern amenities and prime location likely contributed to a quick sale.","The property features luxury amenities and modern finishes, appealing to buyers looking for upscale living. Its prime location and immediate closings suggest a quick sale.","The property features luxury amenities and high-end finishes, appealing to buyers seeking upscale living. Its prime location and immediate closings suggest a strong demand, likely leading to a fast sale."
60266307,67,moderate,moderate,fast,fast,"The property features desirable amenities and a prime location, which typically attract buyers. However, the age of the building and market conditions may have contributed to a moderate selling time.","This condo features desirable amenities, a prime location in Gold Coast, and modern updates, which are appealing to buyers. The description emphasizes luxury and convenience, suggesting a quick sale.","The property features high-demand amenities like a doorman, fitness center, and proximity to popular locations, which typically attract buyers quickly, indicating a fast sale."
20564163,40,moderate,moderate,moderate,slow,"The property is a probate sale and sold as-is, which typically attracts buyers looking for a project. Its location and potential likely contributed to a moderate selling time.","The property is a probate sale and sold as-is, which may deter some buyers. However, its location and potential for customization suggest a moderate selling time.","The property is a probate sale and sold as-is, which typically indicates potential issues. Additionally, it lacks fast-selling keywords, suggesting a longer market time."
19944699,4,fast,moderate,fast,fast,"The property features high-end finishes and a desirable location, which typically attracts buyers. However, the age of the property and market conditions suggest a moderate selling time.","The property features high-end finishes, a desirable location near amenities, and a unique living space above the garage, which are appealing traits that typically lead to a quick sale.","The property features high-end finishes, a desirable location near amenities, and unique attributes like an ADU, which are appealing to buyers, likely leading to a quick sale."
19868957,20,moderate,fast,fast,fast,"The description emphasizes that the property is an excellent investment opportunity and mentions it won't last long, suggesting high demand. This likely contributed to a quick sale.","The description emphasizes investment potential and mentions that the opportunity won't last long, indicating a strong demand. The property is also updated, appealing to buyers.","The property features appealing updates, potential for ADUs, and is marketed as an excellent investment opportunity, suggesting high demand and likely quick sale."
20744807,26,moderate,moderate,slow,slow,"The property is a fixer-upper in a trendy neighborhood, which may attract buyers but also requires investment and time for renovations. This likely led to a moderate selling time.","The property is described as a 'diamond in the rough' needing imagination and a contractor, indicating it may require significant work, which typically leads to a slower sale.","The property is described as a 'diamond in the rough' needing imagination and a contractor, indicating it may not attract buyers quickly. Additionally, the age and condition suggest a longer selling period."
219714742,221,moderate,moderate,fast,fast,"The property is a luxurious condo in a prime location with extensive features, which typically attracts buyers. However, the size and price may lead to a moderate selling time, likely between 81 to 235 days.","The property features high-end finishes and modern amenities, which are attractive to buyers. The luxurious description and location in New York suggest a fast sale, likely under 81 days.","The property features high-end finishes, luxury appliances, and a prime location in New York, which are attractive to buyers. The detailed description and amenities suggest a quick sale."
20761286,15,moderate,moderate,moderate,moderate,"The property is well-presented with appealing features and a great location, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property features appealing attributes like modern design and a great location, but the presence of slow-selling keywords suggests it may not have generated immediate interest, leading to a moderate selling time.","The property features appealing attributes like stunning views, modern design, and proximity to schools, but lacks fast-selling keywords. This suggests a moderate selling timeframe."
3808530,69,moderate,moderate,fast,fast,"The property is well-priced and features numerous updates, which typically attract buyers. However, the age of the property and its size may lead to a moderate selling time.","This property features a competitive price, numerous updates, and a prime location near downtown Chicago, which are all appealing factors that typically lead to a fast sale.","This property features multiple bedrooms, a finished basement, and is competitively priced in a desirable neighborhood. The description emphasizes its unique opportunities and urban convenience, indicating strong buyer interest."
4130050,198,slow,moderate,fast,fast,"The property is appealing with updates and a great location, but its age and lack of parking may have contributed to a moderate selling time.","The property is described as 'priced to sell' and features attractive updates in a desirable location, which typically indicates a fast sale. The absence of slow-selling keywords supports this.","The property features attractive updates, a desirable location, and is priced to sell, which are strong indicators for a quick sale. The description emphasizes its appeal and nearby amenities."
2068672812,43,moderate,moderate,fast,fast,"The property is located in a desirable area with potential for income generation, which typically attracts buyers. However, the age and condition may lead to a moderate selling time.","The property is located in a desirable area with potential for income generation and development, appealing to investors and builders, which typically leads to a quick sale.","The property is located in a desirable area with potential for income generation and development, appealing to investors. Its proximity to trendy establishments and outdoor activities enhances its attractiveness."
158513053,77,moderate,fast,fast,fast,"The property is in a desirable neighborhood with modern features and ample space, likely attracting buyers quickly. Its recent build and family-friendly layout suggest a fast sale.","The property is in a desirable neighborhood with modern features and ample space, appealing to families. The use of discriminative words like 'coveted' and 'amazing location' suggests a quick sale.","The property features modern amenities, a desirable location in Logan Square/Bucktown, and family-friendly attributes, which are appealing to buyers, likely leading to a quick sale."
20008297,27,moderate,moderate,fast,fast,"The property is well-remodeled and located in a desirable gated community, which typically attracts buyers. However, the age of the building and market conditions suggest a moderate selling time.","The property features extensive renovations, a spacious layout, and is located in a desirable gated community. Its readiness for immediate move-in likely contributed to a quick sale.","The property features a remodeled interior, spacious layout, and desirable amenities in a gated community, which are attractive to buyers. Its readiness for immediate move-in likely contributed to a quick sale."
3797400,69,moderate,moderate,moderate,moderate,"The property has appealing features like original woodwork and a finished basement, which likely attracted buyers, resulting in a moderate selling time.","The description highlights original features and potential for updates, appealing to buyers looking for charm and customization. However, it lacks urgency or trendy keywords, suggesting a moderate selling time.","The property has appealing features like original woodwork and a finished basement, but lacks fast-selling keywords. It may attract buyers but not quickly, suggesting a moderate selling time."
4018202,32,fast,moderate,fast,fast,"The property features many appealing upgrades and a great location, which typically attract buyers. However, its age and the market conditions suggest a moderate selling time.","The property features modern upgrades like a new kitchen and high-end appliances, along with desirable attributes such as a large master bedroom and excellent location, suggesting a quick sale.","The property features high-end appliances, a new kitchen, and a desirable location with low taxes, which are attractive to buyers. Immediate occupancy adds to its appeal, likely leading to a quick sale."
245548621,34,moderate,fast,fast,fast,"The property features modern amenities and a prime location in Chicago, which typically attracts buyers quickly. Its spacious layout and recent construction likely contributed to a fast sale.","The property features modern amenities, a desirable location, and an open layout ideal for entertaining, which are attractive to buyers. The description suggests high demand, likely leading to a quick sale.","The property features modern amenities, a desirable location, and an open layout, which are attractive to buyers. Its newer construction and proximity to public transport likely contributed to a quick sale."
87700611,60,moderate,fast,fast,fast,"The property features modern renovations and desirable amenities, which likely attracted buyers quickly. The combination of location and features suggests a fast sale.","The property features desirable attributes like a modern kitchen, en-suite bathrooms, and included amenities, which are appealing in the Chicago market, suggesting a quick sale.","The property features desirable attributes like modern renovations, en-suite bathrooms, and included amenities, which are appealing to buyers. The use of positive language suggests high demand."
3971986,47,moderate,fast,fast,fast,"The property is impeccably renovated and located in a desirable area of Chicago, which typically attracts buyers quickly. The description suggests high demand, indicating a fast sale.","The property features extensive renovations and modern amenities, which are highly desirable. The description emphasizes urgency with phrases like 'this will not last long', indicating a fast sale.","The property features extensive renovations, modern amenities, and is located in a desirable area close to shopping and transportation, indicating high demand and likely a quick sale."
82876415,55,moderate,fast,fast,fast,"The property is described as move-in ready in a trendy location with appealing features, suggesting high demand. The statement 'it won't last long' indicates a likely fast sale.","The property is described as 'move-in ready' in a trendy location with appealing features and a low HOA, suggesting high demand. The phrase 'it won't last long' indicates a fast sale.","The property is described as 'move-in ready' in a trendy location with appealing features like a gas fireplace and a gorgeous balcony. The mention of it being the 'best unit on the market' suggests high demand, indicating a fast sale."
20162951,9,moderate,moderate,moderate,moderate,"The property offers unique features and a serene location, which may attract buyers, but its age and size suggest it may take some time to find the right buyer, leading to a moderate selling time.","The property has appealing features and a serene setting, but its age and specific location in Los Angeles may lead to a moderate selling time, likely between 7 to 77 days.","The property features appealing attributes like a spacious layout and outdoor amenities, but lacks fast-selling keywords. This suggests a moderate selling time of 7 to 77 days."
3824979,49,moderate,slow,slow,slow,"The property has multiple challenges, including tenant issues, required updates, and an as-is sale, which likely extended the time on market significantly.","The property is tenant-occupied and requires eviction, which complicates the sale. Additionally, it needs significant updates and is being sold as-is, likely leading to a longer market time.","The property is tenant-occupied and requires eviction, which can deter buyers. Additionally, it needs significant updates and is being sold as-is, leading to a longer selling period."
2066391656,99,moderate,moderate,fast,fast,"The property is located in a desirable area with luxury features, but its age and specific attributes may lead to a moderate selling time, likely between 81 to 235 days.","The property is a luxury condo in a prime location with desirable features like urban views and a pet-friendly policy. The description emphasizes its turnkey status, which typically attracts buyers quickly.","The property features luxury amenities, a prime location in Turtle Bay, and is described as turnkey, which typically attracts buyers quickly, leading to a fast sale."
32278494,284,slow,moderate,slow,slow,"The property is appealing to investors and handymen, suggesting a potential for moderate interest. However, its age and as-is condition may lead to a moderate selling time.","The property is being sold as-is and is targeted towards investors and handymen, which typically indicates a longer selling period. Additionally, the age and condition may deter quick buyers.","The property is being sold as-is and is targeted towards investors and handymen, which may deter typical buyers. Additionally, the age and condition suggest a longer selling period."
245406394,67,fast,moderate,fast,fast,"The property is located in a prime area with appealing features, but the age of the building and board approval may slow down the selling process, leading to a moderate selling time.","The property is located in prime Flushing, has abundant natural light, and is close to public transport, which are attractive features that typically lead to a fast sale.","The property is located in prime Flushing, has abundant natural light, and is close to amenities, which are attractive features that typically lead to a quick sale."
2099549367,55,moderate,moderate,fast,fast,"The property is a large luxury condo with desirable features and location, which typically attracts buyers. However, the size and price may lead to a moderate selling time of 32 to 93 days.","This luxury condo features high-end finishes, ample space, and desirable outdoor areas in a walkable location, which are appealing traits that typically lead to a fast sale.","This luxury condo features high-end finishes, ample space, and desirable outdoor areas, which are appealing to buyers. The location in Logan Square adds to its attractiveness, likely leading to a quick sale."
79723410,232,moderate,moderate,fast,fast,"The property is located in a desirable area with modern amenities, which typically attracts buyers. However, the age of the building and the lack of parking may have contributed to a moderate selling time.","The property is located in a desirable area with modern renovations and appealing amenities, which typically attract buyers quickly. The description emphasizes luxury and convenience, suggesting a fast sale.","The property features high-end renovations, abundant natural light, and desirable amenities like a private pool and security, appealing to buyers and likely leading to a quick sale."
2057663386,169,moderate,moderate,fast,fast,"The property is well-located and features desirable amenities, but its age and the competitive market in New York suggest it sold in a moderate timeframe, likely between 81 to 235 days.","This property features desirable attributes like a corner unit, updated bathrooms, and a large private balcony, which are appealing to buyers. The location and amenities also suggest a quick sale.","The property features desirable attributes like a spacious layout, modern updates, and a prime location, which are appealing to buyers. The description emphasizes luxury and convenience, suggesting a quick sale."
3705902,89,moderate,moderate,moderate,fast,"The property has a spacious layout and desirable features, but its age and location may have contributed to a moderate selling time, likely taking between 32 to 93 days to sell.","The property has appealing features like a spacious layout and recent updates, but lacks strong fast-selling keywords. This suggests a moderate selling time of 32 to 93 days.","The property features a spacious layout, modern amenities, and is located in a desirable area near the lake, which are appealing factors that typically lead to a fast sale."
348574387,67,moderate,fast,fast,fast,"The property is a new construction in a desirable area with modern features and low HOA dues, likely attracting buyers quickly. Its appeal suggests a fast sale within 0 to 7 days.","The property features high-end construction, modern design, and desirable amenities like a private patio and low HOA dues, which are attractive to buyers, likely leading to a quick sale.","The property features high-end finishes, modern design, and a desirable location near dining and shops, which typically attract buyers quickly, leading to a fast sale."
31523180,111,moderate,moderate,fast,fast,"The property is well-appointed with desirable features and amenities, but the age and location suggest it may take longer to sell, resulting in a moderate time-on-market.","The property features a dramatic price reduction and is located in a desirable area with extensive amenities, which typically attracts buyers quickly, suggesting a fast sale.","The property features a dramatic price reduction and luxurious amenities, which typically attract buyers quickly. Its prime location and stunning views further enhance its appeal."
3927324,28,fast,moderate,moderate,fast,"The property is well-maintained and offers ample space and features, but being an estate sale and sold as-is may have contributed to a moderate selling time.","The property has appealing features like a spacious layout and a finished basement, but the mention of 'estate sale, sold as-is' may indicate potential issues, leading to a moderate selling time.","The property features desirable attributes like a spacious layout, natural light, and a finished basement, appealing to families. Its location in Chicago adds to its attractiveness, likely leading to a quick sale."
2053207262,133,moderate,fast,fast,fast,"The property is well-maintained and recently renovated, which typically attracts buyers quickly. Its desirable location and features likely contributed to a fast sale.","The property features desirable renovations, a prime location, and modern amenities, which are appealing to buyers. The description suggests high demand, likely leading to a fast sale.","The property features high-end finishes like granite countertops and stainless steel appliances, appealing to buyers. Its location near amenities and transportation adds to its desirability, likely leading to a quick sale."
3685189,42,moderate,slow,slow,slow,"The property is an estate sale and sold as-is, which typically attracts fewer buyers. Additionally, the need for TLC suggests it may take longer to sell, leading to a slow sale.","The property is described as needing TLC and is an estate sale sold as-is, which typically indicates a longer time on the market. Additionally, the age and condition suggest it may attract fewer buyers.","The property is described as needing TLC and is an estate sale sold as-is, which typically indicates a longer selling period. Additionally, the presence of 'rehabbers' suggests it may attract buyers looking for renovation projects."
3920428,48,moderate,moderate,fast,fast,"The property has appealing features and a good location, but its age and size may lead to a moderate selling time, likely taking between 32 to 106 days to sell.","The property features desirable attributes like 5 bedrooms, modern updates, and a great location near amenities, which typically attract buyers quickly, leading to a fast sale.","The property features desirable attributes like a spacious layout, modern kitchen, and in-law arrangement, along with a prime location near amenities, which typically leads to a quick sale."
4147854,57,moderate,slow,slow,slow,"The property is sold as-is and owned by HUD, which often leads to longer selling times due to buyer hesitance and the need for repairs. Additionally, the age of the home may deter quick sales.","The property is sold as-is and owned by HUD, which typically indicates potential issues. The lack of appealing features and the age of the home suggest a longer selling period.","The property is sold as-is and owned by HUD, which often indicates potential issues. The lack of appealing features and the age of the home may contribute to a longer selling time."
101278829,156,slow,fast,fast,fast,"The property is located in a desirable area with modern amenities and a well-designed layout, which likely contributed to a quick sale within 0 to 32 days.","The property is located in a desirable area with modern features and high-end finishes, which are appealing to buyers. The description emphasizes its value and amenities, suggesting a quick sale.","The property is located in a desirable area (Bucktown), features modern amenities, and has a well-designed layout, which typically attracts buyers quickly, leading to a fast sale."
126321579,126,moderate,moderate,fast,fast,"The property is in a desirable location with many amenities, but its age and the specific market conditions suggest it sold in a moderate timeframe, likely between 81 to 235 days.","The property is described as spacious, move-in ready, and located in a prestigious area with numerous amenities. Its appealing features and prime location suggest a quick sale.","The property features luxurious amenities, a prime location near public transport, and is move-in ready, which typically attracts buyers quickly, indicating a fast sale."
21350912,9,moderate,moderate,moderate,moderate,"The property is described as a cherished home with many upgrades and a long history, which may attract buyers but could also lead to a moderate selling time due to its age and market conditions.","The property has a charming description and several upgrades, but it has been on the market for a long time (nearly five decades). This suggests a moderate selling time, likely between 7 to 77 days.","The property has been well-maintained and upgraded, which typically attracts buyers. However, its long history with the same family may indicate a slower sale due to emotional ties."
4134613,52,moderate,fast,fast,fast,"The property is described as magnificently renovated with high-quality finishes, which typically attracts buyers quickly. The appealing features and location likely contributed to a fast sale.","The property features extensive renovations and modern amenities, appealing to buyers looking for move-in ready homes. The description emphasizes quality finishes and a desirable location, likely attracting quick interest.","The property features extensive renovations and high-end finishes, appealing to buyers looking for modern amenities. The description emphasizes quality and luxury, likely attracting quick interest."
101434908,78,moderate,moderate,fast,fast,"The property features desirable amenities and a prime location, which typically attract buyers. However, the age of the condo and market conditions suggest a moderate selling time.","The property features desirable amenities like a rooftop deck with a jacuzzi, a prime location near popular areas, and modern finishes, which typically attract buyers quickly.","The property features a private rooftop deck, jacuzzi, and a prime location near popular areas, which are highly desirable attributes that typically lead to quick sales."
346016188,103,moderate,moderate,fast,moderate,"The property is well-located with ample living space and modern features, which typically attract buyers. However, the age of the property and market conditions suggest a moderate selling time.","The property features modern updates, a spacious layout, and a prime location near amenities, which are appealing to buyers. The immediate occupancy option also suggests a quick sale.","The property has desirable features like a large living space, updated appliances, and a prime location, but lacks fast-selling keywords, suggesting a moderate selling time."
20444708,63,moderate,slow,moderate,moderate,"The property is a unique development opportunity in a desirable area, which typically takes longer to sell due to the need for specific buyer interest and potential renovation considerations.","The property is located in a desirable area with unique development potential, which typically attracts buyers. However, the age and condition may lead to a moderate selling time.","The property is positioned as a unique development opportunity in a desirable area, which typically attracts interest. However, the age and condition may lead to a moderate selling time."
2057933994,142,moderate,moderate,moderate,fast,"The property features luxurious amenities and a spacious layout, which typically attract buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property features luxurious amenities and a spacious layout, which are appealing, but the presence of slow-selling keywords like 'inground' and 'ensuite' suggests a longer market time.","The property features luxurious amenities like a heated pool, solar panels, and a desirable open floor plan, which are attractive to buyers. Its location in Rockwood Park also enhances its appeal."
250330084,43,moderate,moderate,moderate,moderate,"The property is in a redeveloping area with potential rental upside, which typically attracts buyers. However, its age and size may lead to a moderate selling time of 10 to 92 days.","The property is a five-unit apartment building in a redeveloping area, which suggests potential but may not attract immediate buyers. The age and size also indicate a moderate selling timeframe.","The property is a five-unit apartment building in a redeveloping area, which suggests potential but may not attract immediate buyers. The age and size also indicate a moderate selling timeframe."
32287488,92,moderate,fast,fast,fast,"The property is a renovated studio in a luxury hi-rise with desirable amenities and a great location, which typically attracts buyers quickly, leading to a fast sale.","The property features luxury amenities, a renovated studio, and a desirable location near public transport, which are appealing to buyers, suggesting a fast sale.","The property features luxury amenities, a renovated interior, and a desirable location near public transport, which are appealing to buyers, likely leading to a quick sale."
3648395,77,moderate,moderate,fast,fast,"The property is well-located and has appealing features, but the age and size may lead to a moderate selling time, likely taking between 32 to 93 days to sell.","The property is a spacious 2 bed/2 bath condo in a superb location near public transport and amenities, which typically attracts buyers quickly. The inclusion of utilities in the assessment adds value.","The property features a superb location near public transport and amenities, along with desirable attributes like outdoor space and included utilities, which typically attract buyers quickly."
3938367,35,moderate,moderate,moderate,moderate,"The property has desirable features like a remodeled kitchen and large deck, but its age and being sold 'as is' may have contributed to a moderate selling time.","The property features a remodeled kitchen and updated amenities, which are appealing, but the age of the house and the 'as is' condition may have contributed to a moderate selling time.","The property features a remodeled kitchen and updated amenities, appealing to buyers. However, the mention of 'being sold as is' may deter some, leading to a moderate selling time."
32304623,161,moderate,moderate,moderate,moderate,"The property has appealing features like a pool and a large corner lot, but its age and the market conditions suggest it sold in a moderate timeframe, likely between 70 to 220 days.","The property has appealing features like a heated inground pool and a well-maintained yard, but lacks fast-selling keywords. This suggests a moderate selling time.","The property features desirable amenities like a heated inground pool and a well-maintained yard, but lacks fast-selling keywords. This suggests a moderate selling timeframe."
30697100,0,fast,moderate,moderate,moderate,"The property has a good amount of space and features, but its age and location in a competitive market may lead to a moderate selling time, likely between 70 to 220 days.","The property has a spacious layout and several appealing features, but its age and location in a competitive market may lead to a moderate selling time, likely between 70 to 220 days.","The property has several appealing features like a spacious layout and updated kitchen, but its age and location may lead to a moderate selling time, likely between 70 to 220 days."
32306395,226,slow,fast,fast,fast,"The property is being sold through an auction, which typically results in a faster sale due to competitive bidding. Auctions often close within a short timeframe, usually under 70 days.","The property is being sold through Auction.com, which typically indicates a quicker sale process. The mention of an online auction suggests urgency and potential for fast transactions.","The property is being sold through Auction.com, which typically indicates a quicker sale process. The urgency of bidding and the competitive nature of auctions often lead to faster transactions."
3639364,63,moderate,moderate,fast,slow,"The property is well-renovated and located in a desirable area, which typically attracts buyers. However, the age of the house and size may lead to a moderate selling time, likely between 32 to 106 days.","The property features recent renovations and modern conveniences, appealing to buyers. Its prime location near parks and restaurants likely contributed to a quick sale.","The property features terms like 'recently renovated' and 'impeccable', which are often associated with slower sales. Additionally, the age of the house (104 years) may deter some buyers."
32360340,126,moderate,moderate,moderate,moderate,"The property is well-located with ample amenities, which typically attracts buyers. However, its age and size may lead to a moderate selling time, likely between 81 to 235 days.","The property has a good number of bedrooms and bathrooms, and is well-located near amenities, but lacks fast-selling keywords, suggesting a moderate selling time.","The property has a well-kept description and family-friendly features, but lacks fast-selling keywords. Its amenities and location suggest a moderate selling time."
95538891,99,slow,moderate,slow,moderate,"The property is unique and offers extensive features, which may attract buyers but could also lead to a longer decision-making process. Thus, it likely sold in a moderate timeframe.","The property has a unique equestrian focus and extensive features, which may appeal to a niche market. Additionally, the lengthy description suggests it may take longer to find the right buyer.","The property has unique features and a large lot, appealing to specific buyers, but lacks fast-selling keywords. Its extensive description suggests a moderate selling time."
