zpid,GT,GT_class,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
244458249,157,moderate,moderate,moderate,slow,"The property has appealing features and a prime location, but its age and size may have contributed to a moderate selling time, likely taking longer than 71 days.","The property has appealing features like river views and a full-service building, but the presence of 'coop' in the description suggests a slower market. Thus, it likely sold moderately.","The property is located in Riverdale, a neighborhood associated with slow-selling terms like 'coop'. Additionally, the age of the building and lack of high-demand features suggest a longer time on market."
20504166,11,moderate,moderate,fast,fast,"The property is well-remodeled and located in a desirable area, which typically attracts buyers. However, the age of the building and market conditions suggest a moderate selling time.","The property features a desirable location, modern updates, and numerous attractive amenities, which are likely to appeal to buyers quickly, leading to a fast sale.","The property features desirable attributes like a recent remodel, modern amenities, and a prime location in Westwood, which typically attracts buyers quickly, leading to a fast sale."
20442795,65,moderate,moderate,moderate,fast,"The property is located in a desirable area with many amenities, which typically leads to moderate selling times. Given its features and location, it likely sold within 7 to 110 days.","The property has appealing features and is located in a desirable area, but its age and the specific attributes suggest it may take longer to sell, resulting in a moderate selling time.","The property is located in a desirable area with appealing features like a resort-style setting, modern upgrades, and proximity to amenities, which typically attract buyers quickly."
3851587,108,moderate,fast,fast,fast,"This luxurious condo in a prime Chicago location likely attracted buyers quickly due to its stunning views, modern amenities, and desirable features, resulting in a fast sale.","This condo features luxurious amenities, stunning views, and a prime location in Chicago's Magnificent Mile, which are appealing factors that typically lead to a fast sale.","This condo features luxurious amenities, stunning views, and a prime location in Chicago's Magnificent Mile, which are highly desirable traits that typically lead to a fast sale."
3876648,48,moderate,moderate,fast,fast,"The property is located in a desirable area with many appealing features, but given its age and size, it likely took a moderate time to sell, possibly between 27 to 110 days.","The property features desirable attributes like a rehabbed kitchen, ample living space, and a prime location in a sought-after community, which typically leads to a quick sale.","The property features numerous appealing attributes such as a rehabbed kitchen, high-quality finishes, and a desirable location in a gated community, which typically attract buyers quickly."
89074633,141,moderate,moderate,fast,fast,"The property is well-located with numerous amenities and a spacious layout, but the tenant occupancy until March may delay the sale, leading to a moderate selling timeframe.","The property is located in a popular area of Downtown Brooklyn with strong amenities and transport links, which typically leads to quicker sales. The description highlights desirable features.","The property features high-end amenities, a desirable location in Downtown Brooklyn, and modern appliances, which are attractive to buyers, likely leading to a quick sale."
20746689,62,moderate,fast,fast,fast,"The property was marketed with a price reduction for a quick sale and is located in a desirable area, which likely attracted buyers quickly, resulting in a fast sale.","The property features a price reduction for a quick sale, is fully renovated, and is located in a desirable area, which typically attracts buyers quickly, indicating a fast sale.","The property features a price reduction for a quick sale, is fully renovated, and includes an ADU, which are attractive to buyers. Its prime location and upgrades suggest a fast sale."
20803674,101,moderate,moderate,moderate,moderate,"The property is well-located and has appealing features, but the age of the building and the price reduction suggest it may have taken some time to sell, likely within 7 to 110 days.","The property has appealing features and a prime location, but the age of the building and the price reduction suggest it may have taken longer to sell, placing it in the moderate category.","The property has appealing features like a price reduction, spacious layout, and prime location, but the age and market conditions suggest a moderate selling time."
19998238,25,moderate,moderate,moderate,moderate,"The property is well-located and features modern amenities, which typically attract buyers. However, its age and size suggest it may take longer to sell, resulting in a moderate selling time.","The property features modern amenities and a desirable location, but lacks highly sought-after keywords that typically indicate a fast sale. It likely sold in a moderate timeframe.","The property features modern amenities and a desirable location in North Hollywood, but lacks fast-selling keywords. This suggests a moderate selling time, likely between 5 to 92 days."
20173720,18,moderate,moderate,moderate,moderate,"The property has a spacious layout and luxurious features, which typically attract buyers. However, its age and size may lead to a moderate selling time, likely between 5 to 92 days.","The property features appealing attributes like 6 bedrooms and a spacious layout, but the presence of slow-selling discriminative words suggests it may not have sold as quickly as expected.","The property features luxurious amenities and a spacious layout, appealing to buyers. However, the presence of slow-selling words like 'ensuite' suggests a moderate selling time."
3690364,302,slow,moderate,moderate,fast,"The property is well-located with desirable amenities and features, but its age and the competitive market may have contributed to a moderate selling time.","The property has appealing features like unobstructed views and modern amenities, but its age and location may lead to a moderate selling time, likely between 27 to 110 days.","The property features unobstructed views, modern amenities, and is located near popular attractions, which are appealing to buyers. The description emphasizes convenience and recent upgrades, suggesting a quick sale."
2057626972,247,slow,fast,fast,fast,"The property is positioned as a luxury condominium with extensive amenities and immediate closings, indicating high demand. Such features typically lead to a fast sale, likely under 71 days.","The property features high-end finishes and amenities, which are attractive to buyers. The immediate closing and luxury appeal suggest a quick sale, likely within the fast-selling timeframe.","The property features high-end finishes and luxury amenities, which are attractive to buyers. The emphasis on immediate closings and convenience suggests a strong demand, likely leading to a fast sale."
60266307,67,moderate,moderate,fast,fast,"The property is well-located with appealing features and amenities, which typically attract buyers. However, the age of the building and market conditions suggest a moderate selling time.","This condo features modern amenities, a prime location in Gold Coast, and appealing features like a fireplace and balcony. The description emphasizes luxury and convenience, suggesting a quick sale.","The property features high-end amenities, a desirable location in Gold Coast, and modern updates, which are appealing to buyers. The description emphasizes luxury and convenience, likely leading to a quick sale."
20564163,40,moderate,moderate,slow,moderate,"The property was sold as-is and had potential for improvement, which may have attracted buyers but also required time for consideration. Its location and features suggest a moderate selling time.","The property is a probate sale and sold as-is, which typically indicates a longer selling process. Additionally, the age and condition suggest it may require significant renovations, leading to a slower sale.","The property is a probate sale and sold as-is, which may deter some buyers. However, its location and potential for customization suggest a moderate selling time."
19944699,4,fast,moderate,moderate,moderate,"The property features high-end finishes and a desirable location, which typically attracts buyers. However, the age of the home and size may lead to a moderate selling time.","The property features high-end finishes and a desirable location, but the age of the home and specific terms like 'ensuite' suggest it may not attract buyers as quickly, leading to a moderate selling time.","The property features high-end finishes and a desirable location, but the presence of slow-selling discriminative words like 'ensuite' suggests it may not have sold as quickly as expected."
19868957,20,moderate,moderate,fast,fast,"The description emphasizes the property's investment potential and updates, suggesting it may attract interest. However, the age of the home and need for permit verification may lead to a moderate selling time.","The description emphasizes a 'wonderful opportunity' and 'won't last long', indicating high demand. The mention of investment potential and updates suggests appeal to buyers, likely leading to a quick sale.","The property is described as a perfect fit for contractors and investors, highlighting its investment potential and updated features, which typically attract buyers quickly."
20744807,26,moderate,moderate,slow,slow,"The property is a fixer-upper in a trendy neighborhood, which may attract buyers but also requires investment. This likely led to a moderate selling time as buyers weigh renovation costs.","The property is described as a 'diamond in the rough' needing significant work, which typically indicates a longer selling time. Additionally, it lacks modern features that attract quick buyers.","The property is described as a 'diamond in the rough' needing imagination and a contractor, indicating it may require significant renovations, which typically leads to slower sales."
219714742,221,moderate,moderate,fast,fast,"The property is a luxurious condo in a prime location with extensive features, which typically attracts buyers. However, the size and price may lead to a moderate selling time, likely between 71 to 247 days.","The property features high-end finishes and appliances, along with a prime location in New York City, which typically attracts buyers quickly. The luxurious amenities and modern design also contribute to its fast-selling potential.","The property features high-end brands like Gaggenau and Miele, which are associated with luxury and quality, likely appealing to buyers and contributing to a fast sale."
20761286,15,moderate,moderate,moderate,moderate,"The property is well-designed and located in a desirable neighborhood, which typically attracts buyers. However, the age of the home and market conditions suggest a moderate selling time.","The property has appealing features like stunning views and modern design, but lacks fast-selling keywords. It likely sold in a moderate timeframe of 5 to 92 days.","The property features appealing attributes like modern design and a great location, but lacks fast-selling keywords. This suggests a moderate selling time, likely between 5 to 92 days."
3808530,69,moderate,moderate,fast,fast,"The property is well-positioned in a desirable area with ample space and updates, suggesting a moderate selling time due to its appeal and competitive pricing.","The property features a competitive price, numerous updates, and a prime location near downtown Chicago, which are all appealing factors that typically lead to a quick sale.","This property features desirable attributes like a competitive price, numerous updates, and a prime location near downtown Chicago, which typically leads to a fast sale."
4130050,198,slow,fast,fast,fast,"The property is described as 'priced to sell' and features desirable updates and location, which typically leads to a quick sale. The attractive features likely contributed to a fast selling time.","The property is described as 'priced to sell' and features attractive updates in a desirable location, which are strong indicators for a fast sale. The absence of slow-selling keywords further supports this.","The property features attractive updates, a desirable location, and is priced to sell, which are strong indicators for a quick sale. The description emphasizes its appeal and nearby amenities."
2068672812,43,moderate,moderate,fast,fast,"The property is located in a desirable area with potential for income generation, which typically attracts buyers. However, the age and condition may lead to a moderate selling time of 5 to 92 days.","The property is located in a desirable area with potential for income generation and development, appealing to investors and builders, which typically leads to a quick sale.","The property is located in a desirable area with potential for income generation and has features appealing to investors. The description emphasizes its vibrant location and development potential, indicating high demand."
158513053,77,moderate,fast,fast,fast,"The property is in a desirable neighborhood with modern features and ample space, likely attracting buyers quickly. Its recent build and family-friendly layout suggest a fast sale.","The property features modern amenities, a desirable location, and family-friendly layout, which are appealing to buyers. The description emphasizes its pristine condition and smart home features, likely attracting quick interest.","The property features modern amenities, a desirable location, and family-friendly attributes, which are appealing to buyers. The absence of slow-selling keywords suggests a quick sale."
20008297,27,moderate,moderate,fast,fast,"The property is well-remodeled and located in a desirable area, which typically attracts buyers. However, the age of the building and market conditions suggest a moderate selling time.","The property features extensive renovations and a desirable location in a gated community, which are appealing factors that typically lead to a quick sale.","The property features extensive renovations, a desirable gated community, and a spacious layout, which are appealing to buyers. The phrase 'READY TO MOVE IN!' suggests high demand, likely leading to a quick sale."
3797400,69,moderate,moderate,moderate,moderate,"The property has appealing features like original woodwork and a finished basement, which likely attracted buyers. However, its age and size may have contributed to a moderate selling time.","The description highlights a well-cared-for home with original features and updates, appealing to buyers. However, it lacks urgency or trendy keywords, suggesting a moderate selling time.","The property has appealing features like original woodwork and a finished basement, but mentions of renovation potential suggest it may not attract buyers quickly, leading to a moderate selling time."
4018202,32,moderate,moderate,fast,fast,"The property features modern upgrades and a desirable location, which typically attract buyers. However, its age and the need for some cosmetic updates may have contributed to a moderate selling time.","The property features high-end finishes, a desirable location, and immediate occupancy, which are attractive to buyers. The description emphasizes modern amenities and a spacious layout, likely leading to a quick sale.","The property features high-end appliances, a new kitchen, and desirable amenities like a finished basement and large yard, appealing to buyers. Its excellent location and immediate occupancy likely contributed to a quick sale."
245548621,34,moderate,fast,fast,fast,"The property features modern amenities, a desirable location, and ample space, which likely attracted buyers quickly. Its appeal suggests it sold within 0 to 28 days.","The property features modern amenities, a desirable location, and an open layout ideal for entertaining, which are attractive to buyers. The description suggests high demand, likely leading to a quick sale.","The property features modern amenities, a desirable location, and an open layout, which are attractive to buyers. The description emphasizes convenience and luxury, likely leading to a quick sale."
87700611,60,moderate,moderate,fast,fast,"The property features desirable amenities and a modern renovation, which typically attracts buyers. However, the age and size may lead to a moderate selling time, likely between 27 to 110 days.","The property features modern renovations, desirable amenities, and is located in a vibrant area of Chicago, which typically attracts buyers quickly, leading to a fast sale.","The property features modern renovations, desirable amenities, and is located in a vibrant area, which typically attracts buyers quickly, leading to a fast sale."
3971986,47,moderate,fast,fast,fast,"The property is impeccably renovated and located in a desirable area of Chicago, which typically attracts buyers quickly. The description suggests high demand, indicating a fast sale.","The property features extensive renovations and modern amenities, which are highly desirable. The description emphasizes urgency with phrases like 'this will not last long', indicating a likely fast sale.","The property features extensive renovations, modern amenities, and is located in a desirable area close to shopping and transportation, indicating high demand and likely a quick sale."
82876415,55,moderate,fast,fast,fast,"The property is described as 'move-in ready' in a trendy location with appealing features, suggesting high demand. The statement 'it won't last long' indicates a likely quick sale.","The property is described as 'move-in ready' in a trendy location with appealing features and amenities, suggesting high demand. The phrase 'it won't last long' indicates a likely quick sale.","The property is described as 'move-in ready' and located in a trendy area with a high walk score, suggesting strong demand. Phrases like 'won't last long' indicate a fast sale."
20162951,9,moderate,moderate,slow,moderate,"The property has appealing features and a serene location, which typically attract buyers. However, its age and specific niche appeal may have contributed to a moderate selling time.","The property has unique features like a barn and chicken coop, which may appeal to a niche market. Additionally, its age and size suggest it may take longer to sell, contributing to a slow market time.","The property features appealing outdoor spaces and amenities for an active lifestyle, but lacks fast-selling keywords. Its unique charm may attract buyers, leading to a moderate sale time."
3824979,49,moderate,slow,slow,slow,"The property has multiple challenges, including tenant issues and the need for significant updates, which likely extended the time on market beyond 129 days.","The property has significant issues such as needing updates and tuckpointing, along with tenant complications and an as-is sale, which typically lead to longer market times.","The property is tenant-occupied, requires eviction, and is being sold as-is with necessary updates. These factors typically lead to a longer selling period, indicating a slow sale."
2066391656,99,moderate,moderate,fast,fast,"The property is located in a desirable area with luxury features, but its age and specific market conditions suggest it may take longer to sell, resulting in a moderate selling time.",The property is a luxury condo in a prime location with desirable features like urban views and a turnkey status. The amenities and flexibility in ownership likely contributed to a quick sale.,"The property features luxury elements and a prime location in Turtle Bay, which are attractive to buyers. The turnkey condition and pet-friendly policies further enhance its appeal, likely leading to a quick sale."
32278494,284,slow,moderate,slow,moderate,"The property is appealing to investors and handymen, but its age and need for renovations may have contributed to a moderate selling time, likely between 64 to 241 days.","The property is being sold as-is and is targeted towards investors and handymen, which typically indicates a longer selling period. Additionally, it lacks appealing features that attract quick buyers.","The property is marketed as a fixer-upper for investors, which may attract a specific buyer pool. Its location and features are appealing, but the 'as-is' condition may slow sales."
245406394,67,fast,moderate,fast,fast,"The property is likely to have sold in a moderate timeframe due to its desirable location and features, but the age of the building and board approval may have contributed to a longer selling period.","The property is located in prime Flushing, has abundant natural light, and is close to public transport, which are attractive features that typically lead to a quick sale.","The property is in a prime location with abundant natural light and space, appealing features like subletting options, and proximity to amenities, indicating a strong demand that likely led to a quick sale."
2099549367,55,moderate,moderate,fast,fast,"The property is a luxury condo with ample space and high-end finishes, which typically attracts buyers but may take longer due to its price point and niche market. Thus, it sold in a moderate timeframe.","This luxury condo features high-end finishes, ample outdoor space, and a prime location in Logan Square, which are attractive to buyers. The detailed description and amenities suggest a quick sale.","This luxury condo features high-end finishes, ample space, and desirable outdoor areas, which are appealing to buyers. Its prime location in Logan Square further enhances its attractiveness, likely leading to a quick sale."
79723410,232,moderate,moderate,fast,fast,"The property is located in a desirable area with many amenities, but its age and the specific restrictions on pets and subletting may have contributed to a moderate selling time.","The property is located in a desirable area with modern renovations and appealing amenities, which typically attract buyers quickly. The description emphasizes luxury and convenience, suggesting a fast sale.","The property features high-end renovations, luxury appliances, and a prime location in a sought-after neighborhood, which typically attracts buyers quickly, indicating a fast sale."
2057663386,169,moderate,moderate,fast,fast,"The property is well-located and features desirable amenities, but its age and size may have contributed to a moderate selling time, likely taking longer than 71 days but less than 247.","The property features desirable amenities like a chef's kitchen, private balcony, and updated bathrooms, along with its prime location in Rego Park, which typically attracts buyers quickly.","The property features high-end finishes and amenities, such as hardwood floors and a chef's kitchen, which are attractive to buyers. Its prime location and modern updates suggest a quick sale."
3705902,89,moderate,moderate,moderate,fast,"The property has a spacious layout and desirable features, but its age and location may have contributed to a moderate selling time, likely taking between 27 to 110 days to sell.","The property has appealing features like a spacious layout and recent updates, but lacks strong fast-selling keywords. This suggests a moderate selling time, likely between 27 to 110 days.","The property features desirable attributes like a spacious layout, modern amenities, and a prime location near the lake, which are appealing to buyers, likely leading to a quick sale."
348574387,67,moderate,fast,fast,fast,"The property is a new construction in a desirable area of Los Angeles, featuring modern amenities and a pet-friendly outdoor space. Such appealing features typically attract buyers quickly, leading to a fast sale.","The property features high-end construction, modern design, and desirable amenities like a private patio and low HOA dues, which are attractive to buyers, suggesting a quick sale.","The property features high-end finishes, modern design, and desirable outdoor space, appealing to buyers. Its location near dining and shops adds to its attractiveness, likely leading to a quick sale."
31523180,111,moderate,moderate,moderate,fast,"The property is well-appointed with desirable features and amenities, but the age and location suggest it may take longer to sell, resulting in a moderate time-on-market.","The property has appealing features and amenities, but the dramatic price reduction suggests it may have been on the market longer than average, leading to a moderate selling time.","The property features high-end renovations and luxury appliances, which are attractive to buyers. Its prime location and amenities further enhance its appeal, likely leading to a quick sale."
3927324,28,fast,moderate,moderate,moderate,"The property has a good number of features and space, but being an estate sale and sold as-is may have contributed to a moderate selling time, likely between 28 to 129 days.","The property has appealing features like a spacious layout and a finished basement, but the mention of 'estate sale, sold as-is' may indicate potential issues, leading to a moderate selling time.","The property has appealing features like a finished basement and spacious yard, but the mention of 'estate sale, sold as-is' may deter some buyers, leading to a moderate selling time."
2053207262,133,moderate,fast,fast,fast,"The property is well-maintained and recently renovated, which typically attracts buyers quickly. Its desirable location and features likely contributed to a fast sale.","The property features high-end renovations and desirable amenities, which are appealing in the competitive New York market. Its location and modern updates suggest a quick sale.","The property features high-end renovations and desirable amenities, which are appealing to buyers. Its location near transportation and shopping further enhances its marketability."
3685189,42,moderate,moderate,slow,slow,"The property is an estate sale and sold as-is, which may attract buyers but also requires TLC. The bidding deadline suggests a competitive interest, likely leading to a moderate selling time.","The property is described as needing TLC and is an estate sale sold as-is, which typically indicates a longer selling process. Additionally, the age of the house and the need for repairs suggest it may not attract quick buyers.","The property is described as needing TLC and is an estate sale sold as-is, which typically indicates a longer selling period. The lack of appealing features suggests it may attract fewer buyers."
3920428,48,moderate,moderate,fast,fast,"The property has appealing features and a good location, which typically leads to moderate sales. However, its age and size may have contributed to a longer time on the market.","The property features desirable attributes like a spacious layout, modern amenities, and a prime location near public transport and local shops, which typically attract buyers quickly.","The property features desirable attributes like a spacious layout, modern kitchen, and in-law arrangement, along with its prime location near amenities, suggesting a quick sale."
4147854,57,moderate,slow,slow,slow,"The property is sold as-is and owned by HUD, which often indicates a longer selling process. Additionally, the age of the home and potential condition issues may contribute to a slower sale.","The property is sold as-is and owned by HUD, which often indicates potential issues. The lack of appealing features and the age of the home suggest a longer time on the market.","The property is sold as-is and owned by HUD, which often indicates potential issues. The lack of appealing features and the age of the home may deter buyers, leading to a longer selling period."
101278829,156,slow,moderate,fast,fast,"The property is well-appointed and located in a desirable area, which typically attracts buyers. However, the size and price may lead to a moderate selling time, likely between 28 to 129 days.","The property features high-end finishes, a desirable location between Logan Square and Wicker Park, and ample outdoor space, which are attractive to buyers, likely leading to a quick sale.","The property features high-end finishes, a desirable location near amenities, and a well-designed layout, which are appealing to buyers, likely leading to a quick sale."
126321579,126,moderate,moderate,fast,fast,"The property is in a desirable location with many amenities, but its age and the competitive market may have contributed to a moderate selling time, likely taking longer than 71 days.","The property is described as 'move-in ready' with luxurious amenities and a prime location, which are appealing features that typically lead to a fast sale.","The property features luxurious amenities, a prime location near public transport, and is move-in ready, which typically attracts buyers quickly, leading to a fast sale."
21350912,9,moderate,moderate,moderate,moderate,"The property is described as a cherished home with many upgrades and a desirable location, which typically attracts buyers. However, being on the market for nearly five decades suggests a moderate selling time.","The property has appealing features and upgrades, but its long history with the same family may indicate a more cautious buyer market, leading to a moderate selling time.","The property has a well-maintained history and several upgrades, appealing to buyers. However, the lack of fast-selling keywords suggests a moderate selling timeframe."
4134613,52,moderate,fast,fast,fast,"The property is described as magnificently renovated with high-quality finishes, which typically attracts buyers quickly. The appealing features and location likely contributed to a fast sale.","The property features high-end renovations and modern amenities, appealing to buyers looking for move-in ready homes. The description emphasizes quality finishes and a desirable location, likely attracting quick interest.","The property features high-end renovations, modern amenities, and a desirable location in Chicago, which typically attracts buyers quickly, leading to a fast sale."
101434908,78,moderate,moderate,fast,fast,"The property features desirable amenities like a rooftop deck and prime location, which typically attract buyers. However, the age and size may lead to a moderate selling time.","The property features desirable amenities like a rooftop deck with a jacuzzi, a prime location near popular areas, and a modern kitchen, which are attractive to buyers, suggesting a quick sale.","The property features a private rooftop deck, jacuzzi, and a prime location near popular areas, which are highly desirable. The modern amenities and spacious layout likely contributed to a quick sale."
346016188,103,moderate,moderate,moderate,fast,"The property has appealing features and a prime location, which typically attract buyers. However, the age of the house and market conditions suggest it sold in a moderate timeframe.","The property has appealing features and a good location, but lacks strong fast-selling keywords. It may attract buyers but could take longer than 28 days to sell.","The property features modern updates, a desirable location near amenities, and spacious living areas, which are appealing to buyers. Its immediate occupancy likely contributed to a quick sale."
20444708,63,moderate,slow,slow,moderate,"The property is a unique development opportunity in a desirable area, but its age and the need for potential renovations may have contributed to a longer selling time, likely taking 92 to 365 days.","The property is described as a unique development opportunity in a historic area, which may attract specific buyers but could take longer to sell due to its age and niche appeal.","The property is a unique development opportunity in a desirable area, but lacks fast-selling keywords. Its potential for transformation may attract buyers, leading to a moderate sale time."
2057933994,142,moderate,moderate,moderate,fast,"The property features luxurious amenities and a spacious layout, which typically attract buyers. However, its age and location may have contributed to a moderate selling time.","The property features luxurious amenities and a desirable location, but the age of the home and the presence of specific slow-selling words suggest a moderate selling time.","The property features luxurious amenities, an open floor plan, and an inviting outdoor space, which are highly desirable. The description uses appealing words like 'captivating' and 'exquisite', suggesting a quick sale."
250330084,43,moderate,moderate,moderate,moderate,"The property is in a redeveloping area with potential rental upside, which may attract buyers, but its age and size suggest it may take longer to sell, resulting in a moderate selling time.","The property is a five-unit apartment building in a redeveloping area, which may attract interest but lacks fast-selling keywords. Its age and size suggest a moderate selling timeframe.","The property is a five-unit apartment building in a redeveloping area, which typically attracts moderate interest. Its age and rental upside suggest it may take time to sell."
32287488,92,moderate,fast,fast,fast,"The property is a renovated studio in a luxury hi-rise with desirable amenities and a great location, which likely contributed to a quick sale within 0 to 71 days.","The property features luxury amenities, a renovated interior, and a desirable location near public transport, which are appealing factors that typically lead to a fast sale.","The property features luxury amenities, a renovated interior, and a desirable location near public transport, which are appealing to buyers, likely leading to a quick sale."
3648395,77,moderate,moderate,fast,fast,"The property is well-located and offers desirable features, but its age and size may lead to a moderate selling time, likely taking between 27 to 110 days to sell.","The property is well-located near public transport and parks, features desirable amenities, and has a spacious layout, which are all attractive to buyers, suggesting a fast sale.","The property features a superb location near public transport and amenities, along with desirable attributes like outdoor space and included utilities, making it highly appealing to buyers."
3938367,35,moderate,moderate,moderate,moderate,"The property features extensive renovations and desirable amenities, which typically attract buyers. However, its age and the 'as-is' condition may have contributed to a moderate selling time.","The property features desirable updates like a remodeled kitchen and large deck, but the presence of 'as is' in the description may deter some buyers, leading to a moderate selling time.","The property features several appealing updates like a remodeled kitchen and hardwood floors, but the age and 'as-is' condition may deter some buyers, leading to a moderate selling time."
32304623,161,moderate,moderate,moderate,fast,"The property has appealing features like a large corner lot, a pool, and is conveniently located, which likely contributed to a moderate selling time of 64 to 241 days.","The property has appealing features like a heated inground pool and a well-maintained yard, but lacks highly sought-after keywords that typically indicate a fast sale, suggesting a moderate selling time.","The property features desirable amenities like a heated inground pool, fenced backyard, and eat-in kitchen, which are attractive to buyers, suggesting a quick sale."
30697100,0,fast,moderate,moderate,moderate,"The property has a good amount of space and features, but its age and location in a competitive market may have contributed to a moderate selling time.","The property has a spacious layout and several appealing features, but the age and location may contribute to a moderate selling time, likely taking longer than 64 days.","The property has several appealing features like a spacious layout and updated systems, but lacks fast-selling keywords. Its age and location may contribute to a moderate selling time."
32306395,226,moderate,moderate,moderate,fast,"The property is being sold through an auction, which typically indicates a moderate selling timeframe as it allows for bidding over a set period, usually longer than 64 days.","The property is being sold through an auction, which typically indicates a moderate selling time. The lack of specific appealing features in the description suggests it may not attract immediate buyers.","The property is being sold through Auction.com, which typically indicates a quick sale process. The urgency of bidding suggests a fast-selling scenario, likely under 64 days."
3639364,63,moderate,moderate,fast,fast,"The property is well-renovated and located in a desirable area, which typically attracts buyers. However, the age of the house and size may lead to a moderate selling time, likely between 28 to 129 days.","The property features recent renovations, a desirable location near parks and restaurants, and modern conveniences, which typically attract buyers quickly, leading to a fast sale.","The property features recent renovations, a desirable location with walkability, and modern amenities, which typically attract buyers quickly, leading to a fast sale."
32360340,126,moderate,moderate,moderate,moderate,"The property has a good number of bedrooms and amenities, but its age and location in a competitive market suggest it sold in a moderate timeframe, likely between 71 to 247 days.","The property has a good number of bedrooms and amenities, but lacks high-demand features like modern appliances or trendy locations. This suggests a moderate selling time.","The property has a good number of bedrooms and amenities, but lacks fast-selling keywords. Its location and features suggest a moderate selling time."
95538891,99,slow,moderate,slow,slow,"The property has a unique appeal and extensive features, which typically attract buyers, but the size and niche equestrian focus may lead to a moderate selling time of 5 to 92 days.","The property has a unique appeal but lacks fast-selling keywords and is described as a rare offering, which may indicate a niche market. Additionally, the extensive features may require a longer selling period.","The property has a unique appeal but lacks fast-selling keywords. Its size and equestrian features may attract niche buyers, leading to a longer market time."
