zpid,GT,GT_class,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
244458249,157,moderate,moderate,fast,fast,"The property features desirable amenities and views, but its age and location may have contributed to a moderate selling time, likely taking between 104 to 197 days to sell.","The property features spectacular views, a full-service building, and is located in a sought-after area with amenities like a pool and gym. These factors typically lead to a quick sale.","The property features spectacular views, a sought-after location, and amenities like a doorman and pool, which are attractive to buyers, likely leading to a quick sale."
20504166,11,fast,fast,fast,fast,"The property is located in a desirable area with modern updates and amenities, which typically attracts buyers quickly. Its appealing features likely contributed to a fast sale.","The property features desirable attributes like a recent remodel, modern amenities, and a prime location in Westwood, which typically attracts buyers quickly, leading to a fast sale.","The property features desirable attributes like a recent remodel, modern amenities, and a prime location in Westwood, which are appealing to buyers, likely leading to a quick sale."
20442795,65,slow,fast,fast,fast,"The property is located in a desirable area with numerous amenities and upgrades, which likely contributed to a quick sale, typically within 0 to 26 days.","The property is located in a desirable area with numerous amenities and features that appeal to a wide range of buyers, suggesting a quick sale. The description highlights its upgraded features and lifestyle benefits.","The property features desirable attributes like a split-level design, upgraded amenities, and a prime location in Marina del Rey, which are appealing to buyers, leading to a fast sale."
3851587,108,slow,fast,slow,fast,"This luxurious condo in a prime Chicago location likely attracted buyers quickly due to its stunning views, modern amenities, and desirable features, resulting in a fast sale.","The property is a 52-year-old condo with a lengthy description emphasizing luxury and amenities, which may appeal to a niche market, leading to a longer selling time.","This condo features luxurious amenities, stunning views, and a prime location in Chicago's Magnificent Mile, which are highly desirable traits that typically lead to quick sales."
3876648,48,moderate,fast,fast,fast,"The property is located in a highly sought-after area with desirable features and recent renovations, likely attracting buyers quickly. Its appeal and location suggest a fast sale.","The property features desirable attributes like a rehabbed kitchen, ample living space, and a prime location in a sought-after community, which typically leads to a quick sale.","The property features numerous desirable attributes such as a rehabbed kitchen, ample living space, and a sought-after location, which likely contributed to a quick sale."
89074633,141,moderate,moderate,fast,fast,"The property is located in a desirable area with many amenities, but the tenant occupancy until March may have contributed to a moderate selling time, likely taking longer than 104 days.","The property is located in a popular area of Downtown Brooklyn with numerous amenities and easy subway access, which typically attracts buyers quickly, suggesting a fast sale.","The property features desirable amenities, a prime location in Downtown Brooklyn, and a spacious layout, which are attractive to buyers, likely leading to a quick sale."
20746689,62,slow,fast,fast,fast,"The property was marketed with a price reduction for a quick sale, indicating urgency. Its prime location and extensive renovations likely attracted buyers quickly, leading to a fast sale.","The property features a price reduction for a quick sale, is fully renovated, and located in a desirable area, which typically attracts buyers quickly, indicating a fast sale.","The property features a price reduction for a quick sale, fully renovated status, and desirable amenities like an ADU and outdoor entertaining space, indicating high buyer interest."
20803674,101,slow,moderate,moderate,fast,"The property is well-located and has appealing features, but the age of the building and the competitive market may have contributed to a moderate selling time.","The property has appealing features and a prime location, but the mention of a price reduction suggests it may have been on the market longer than expected, indicating a moderate selling time.","The property features desirable attributes like a price reduction, spacious layout, and prime location near major studios, which typically attract buyers quickly, indicating a fast sale."
19998238,25,moderate,moderate,moderate,moderate,"The property is well-located and features modern amenities, but its age and size may have contributed to a moderate selling time, likely taking between 16 to 50 days to sell.","The property features modern amenities and a desirable location, but lacks highly sought-after keywords that typically indicate a fast sale. This suggests a moderate selling timeframe.","The property features modern amenities and a desirable layout, but lacks specific fast-selling keywords. Its location in North Hollywood is appealing, contributing to a moderate selling time."
20173720,18,moderate,moderate,moderate,fast,"The property has a spacious layout and luxurious features, which typically attract buyers. However, its age and size may lead to a moderate selling time, likely between 16 to 50 days.","The property has appealing features and a spacious layout, but the age of the home and lack of fast-selling keywords suggest it may take longer to sell, resulting in a moderate selling time.","The property features desirable attributes like 6 bedrooms, modern amenities, and a spacious layout, along with appealing descriptions that suggest luxury and comfort, likely leading to a quick sale."
3690364,302,slow,moderate,slow,fast,"The property is well-located with desirable amenities and features, but its age and the market conditions suggest it may take a moderate time to sell, likely between 40 to 68 days.","The property has several slow-selling keywords like 'doorperson' and 'amenity', and its age of 54 years may deter some buyers, contributing to a longer time on the market.","The property features desirable amenities, a spacious layout, and is located near popular attractions, which typically leads to quicker sales in the Chicago market."
2057626972,247,slow,fast,fast,fast,"The property is marketed as 'IMMEDIATE CLOSINGS' and highlights luxury features and amenities, suggesting a strong demand. This typically leads to a fast sale, likely within 0 to 104 days.","The property features luxury amenities and modern finishes, appealing to buyers looking for upscale living. The immediate closing and appointment showings suggest a high demand, indicating a fast sale.","The property features luxury amenities and high-quality finishes, appealing to buyers seeking upscale living. Its prime location and immediate closings suggest a strong demand, leading to a fast sale."
60266307,67,moderate,fast,fast,fast,"The property is located in a desirable area with numerous amenities and features that appeal to buyers, likely leading to a quick sale within 0 to 40 days.","The property features desirable amenities, a prime location in Gold Coast, and modern updates, which are appealing to buyers. The description emphasizes luxury and convenience, suggesting a quick sale.","The property features modern amenities, a desirable location in Gold Coast, and attractive features like a fireplace and balcony, which are appealing to buyers, likely leading to a quick sale."
20564163,40,moderate,moderate,moderate,moderate,"The property was sold as-is and had potential for improvement, which may have attracted buyers but also required time for consideration. This likely resulted in a moderate selling time.","The property is a probate sale and sold as-is, which may deter some buyers. However, its location and potential for customization suggest a moderate selling time.","The property is a probate sale and sold as-is, which typically takes longer. However, its location and potential for customization suggest a moderate selling time."
19944699,4,fast,moderate,slow,fast,"The property is well-positioned and features high-end finishes, which typically attract buyers. However, its age and size may lead to a moderate selling time, likely between 16 to 50 days.","The property features high-end finishes and luxury amenities, which typically appeal to a niche market, potentially leading to a longer selling period. Additionally, the age of the home may deter some buyers.","The property features high-end finishes, a desirable location, and unique amenities like an ADU, which are attractive to buyers. The description emphasizes luxury and convenience, likely leading to a quick sale."
19868957,20,moderate,fast,fast,fast,"The description emphasizes the property's investment potential and urgency, suggesting it won't last long. This typically indicates a fast-selling property, likely sold within 16 days.","The description emphasizes a 'wonderful opportunity' and 'won't last long', indicating high demand. The mention of investment potential and updates suggests appeal to buyers, likely leading to a quick sale.","The property is described as a perfect fit for contractors and investors, highlighting its potential for ADUs and investment opportunities, which typically attract quick buyers."
20744807,26,moderate,moderate,slow,slow,"The property is a fixer-upper in a trendy neighborhood, which may attract buyers but also requires investment and time for renovations. This likely led to a moderate selling time.","The property is described as a 'diamond in the rough' needing significant work, which typically indicates a longer selling time. Additionally, the age and condition suggest it may not attract quick buyers.","The property is described as a 'diamond in the rough' needing imagination and a contractor, indicating it may require significant renovations, which typically leads to slower sales."
219714742,221,slow,moderate,fast,fast,"The property is a luxurious condo in a prime location with extensive features, which typically attracts buyers. However, the size and price may lead to a moderate selling time, likely taking 104 to 197 days.","The property features high-end finishes, a prime location in New York, and luxurious amenities, which are attractive to buyers. The detailed description suggests a desirable home likely to sell quickly.","The property features high-end finishes, a desirable location in New York, and luxurious amenities, which are appealing to buyers. The detailed description suggests a strong market interest, likely leading to a fast sale."
20761286,15,fast,moderate,fast,fast,"The property is well-described and located in a desirable area, but its age and size may have contributed to a moderate selling time, likely between 16 to 50 days.","The property features modern design elements, a desirable location near schools and recreation, and stunning views, which are appealing traits that typically lead to a quick sale.","The property features desirable attributes like modern design, serene views, and proximity to schools, which are appealing to families. These factors likely contributed to a quick sale."
3808530,69,slow,moderate,fast,fast,"The property is well-positioned in a desirable area with ample space and updates, which typically leads to a moderate selling time of 40 to 68 days.","The property features a competitive price, numerous updates, and a prime location near downtown Chicago, which are all appealing factors that typically lead to a fast sale.","The property features multiple bedrooms, a finished basement, and is competitively priced in a desirable neighborhood. Its updates and prime location suggest a strong appeal, likely leading to a quick sale."
4130050,198,slow,fast,fast,fast,"The property is described as 'priced to sell' and features desirable updates and location, which likely contributed to a quick sale within 0 to 40 days.","The property is described as 'priced to sell' and features desirable updates and a great location, which are strong indicators for a fast sale. Additionally, the attractive features and nearby amenities suggest high demand.","The property features attractive updates, a desirable location, and is priced to sell, which are strong indicators for a quick sale. The description emphasizes its appeal and nearby amenities."
2068672812,43,moderate,moderate,fast,fast,"The property is located in a desirable area with potential for income generation, but the age and size may lead to a moderate selling time, likely taking 16 to 50 days to sell.","The property is located in a desirable area with potential for income generation and development, appealing to investors and builders, which typically leads to a quick sale.","The property is located in a desirable area with potential for income generation and development, appealing to investors. The vibrant neighborhood and proximity to amenities suggest a quick sale."
158513053,77,slow,fast,fast,fast,"The property is in a desirable neighborhood with modern features and ample space, making it attractive to families. Its condition and amenities likely contributed to a quick sale.","The property features modern amenities, a desirable location, and family-friendly layout, which are appealing to buyers. The description highlights many attractive features likely to attract quick offers.","The property features modern amenities, a desirable location, and family-friendly attributes, which are appealing to buyers. Its pristine condition and smart home features likely contributed to a quick sale."
20008297,27,moderate,fast,fast,fast,"The property is highly appealing with extensive renovations and a desirable location, likely attracting buyers quickly. The features and condition suggest it sold within 0 to 26 days.","The property features extensive renovations, a spacious layout, and is located in a desirable gated community with amenities. These factors, along with its readiness for immediate move-in, suggest a fast sale.","The property features a remodeled interior, spacious layout, and desirable amenities in a gated community, which are appealing to buyers. The description emphasizes readiness to move in, suggesting a quick sale."
3797400,69,slow,moderate,moderate,moderate,"The property has appealing features like original woodwork and a finished basement, which likely attracted buyers, resulting in a moderate selling time.","The property has appealing features like original woodwork and a finished basement, but lacks strong fast-selling keywords. It likely sold in a moderate timeframe of 40 to 69 days.","The description highlights original features and potential for renovation, appealing to buyers looking for customization. However, the age of the home and lack of fast-selling keywords suggest a moderate selling time."
4018202,32,fast,moderate,fast,fast,"The property features many appealing upgrades and a desirable location, but its age and the need for some cosmetic updates may have contributed to a moderate selling time.","The property features high-end finishes, a desirable location, and immediate occupancy, which are attractive to buyers. The description emphasizes modern amenities and a spacious layout, likely leading to a quick sale.","The property features high-end appliances, a new kitchen, and a desirable location with low taxes, which are attractive to buyers. The immediate occupancy option also suggests a quick sale."
245548621,34,fast,fast,fast,fast,"The property features modern amenities, a desirable location, and ample space, which likely attracted buyers quickly. Its appeal suggests a fast sale, likely within 0 to 40 days.","The property features modern amenities, a spacious layout, and a prime location near public transport and local attractions, which are appealing to buyers, likely leading to a quick sale.","The property features modern amenities, a desirable location near public transport and parks, and an open layout ideal for entertaining, which typically attracts buyers quickly."
87700611,60,moderate,fast,fast,fast,"The property features modern amenities and a desirable location in Chicago, which likely contributed to a quick sale, typically within 0 to 40 days.","The property features modern renovations, desirable amenities like en-suite bathrooms, and is located in a vibrant area, which typically attracts buyers quickly, indicating a fast sale.","The property features modern renovations, desirable amenities, and a convenient location, which are appealing to buyers. The use of positive terms suggests a quick sale."
3971986,47,moderate,fast,fast,fast,"The property features extensive renovations and desirable amenities, which typically attract buyers quickly. Its prime location and modern updates suggest a fast sale.","The property features extensive renovations, modern amenities, and is located in a desirable area close to shopping and schools. The description emphasizes urgency, suggesting it will sell quickly.","The property features extensive renovations, modern amenities, and is located in a desirable area close to shopping and transportation, indicating high demand and likely a quick sale."
82876415,55,moderate,fast,fast,fast,"The property is described as move-in ready in a trendy location with appealing features, suggesting high demand. The statement 'it won't last long' indicates a likely fast sale.","The property is described as 'move-in ready' in a trendy location with desirable features like a gym and pool. The mention of it being the 'best unit on the market' suggests high demand, indicating a fast sale.","The property is described as 'move-in ready' in a trendy location with appealing features like a gas fireplace and a gorgeous balcony. The mention of it being the 'best unit on the market' suggests high demand, indicating a fast sale."
20162951,9,fast,moderate,slow,moderate,"The property has a unique appeal with its equine features and serene setting, which may attract buyers but could also take time to find the right buyer, resulting in a moderate selling time.","The property has a unique equine focus and is located in a tranquil area, which may appeal to a niche market. Additionally, its age and size suggest it may take longer to sell.","The property features appealing attributes like outdoor space and modern amenities, but lacks fast-selling keywords. Its unique equine aspect may attract niche buyers, leading to moderate sales."
3824979,49,moderate,slow,slow,slow,"The property has multiple challenges, including tenant occupancy and the need for significant updates, which likely extended the time on market beyond 69 days.","The property has tenant issues, requires significant updates, and is an as-is sale, which typically leads to longer market times. The need for eviction and lack of inspection contingencies also deter buyers.","The property is tenant-occupied, requires eviction, and is being sold as-is with necessary updates. These factors typically lead to a longer time on the market, indicating a slow sale."
2066391656,99,fast,moderate,fast,fast,"The property is in a desirable location with luxury features, but its age and specific market conditions likely contributed to a moderate selling time of 104 to 197 days.","The property is described as luxury with a turnkey condition and desirable features like urban views and a pet-friendly policy, which typically attract buyers quickly.","The property features luxury amenities, a desirable location in Turtle Bay, and is turnkey ready, which typically attracts buyers quickly, leading to a fast sale."
32278494,284,slow,slow,slow,slow,"The property is being sold as-is and is targeted towards investors and handymen, which may lead to a longer selling period. Additionally, its age and condition could deter quick sales.","The property is being sold as-is and is targeted towards investors and handymen, which typically indicates a longer selling period. Additionally, the presence of slow-selling keywords suggests it may take longer to find a buyer.","The property is being sold as-is and is targeted towards investors and handymen, which typically indicates a longer selling period. Additionally, the presence of slow-selling keywords like 'BBQ's' suggests less urgency."
245406394,67,fast,moderate,fast,fast,"The property is located in a prime area with appealing features, but the age of the building and board approval may have contributed to a moderate selling time, likely between 104 to 197 days.","The property is located in prime Flushing with abundant natural light and space, appealing features for buyers. Its proximity to transport and amenities suggests a quick sale.","The property is in a prime location with abundant natural light and space, appealing features like subletting options, and proximity to amenities, indicating high demand and a likely quick sale."
2099549367,55,moderate,moderate,fast,fast,"The property is a large luxury condo with many appealing features, which typically attract buyers. However, the size and price may have contributed to a moderate selling time.","This luxury condo features high-end finishes, ample space, and desirable outdoor areas in a walkable location, which are attractive to buyers, likely leading to a quick sale.","This luxury condo features high-demand attributes like 5 bedrooms, multiple outdoor spaces, and high-end finishes in a desirable location, likely leading to a quick sale."
79723410,232,slow,moderate,fast,fast,"The property is located in a desirable area with many amenities, but its age and the specific restrictions (no dogs, no subletting) may have contributed to a moderate selling time.","The property is located in a desirable area with modern renovations and appealing amenities, which typically attract buyers quickly. The description emphasizes luxury and convenience, suggesting a fast sale.","The property is located in a desirable area with modern renovations and appealing amenities, which typically attract buyers quickly. Its features and prime location suggest a fast sale."
2057663386,169,moderate,moderate,fast,fast,"The property is well-located and features desirable amenities, but its age and the competitive market in New York suggest it may take longer to sell, resulting in a moderate selling time.","The property features desirable attributes like a corner unit, updated bathrooms, and a large private balcony, which are appealing to buyers. The location and amenities also suggest a quick sale.","The property features desirable attributes like a spacious layout, modern updates, and a prime location in Rego Park, which typically attracts buyers quickly, leading to a fast sale."
3705902,89,slow,moderate,moderate,fast,"The property has a spacious layout and desirable features, but its age and size may have contributed to a moderate selling time, likely taking between 40 to 68 days to sell.","The property has appealing features like a spacious layout and recent updates, but lacks highly sought-after keywords that typically indicate a fast sale. Thus, it likely sold in a moderate timeframe.","The property features desirable amenities like a private garage, updated systems, and a spacious layout in a sought-after area, which likely contributed to a quick sale."
348574387,67,slow,fast,fast,fast,"The property is a new construction in a desirable area with modern features and amenities, which typically attracts buyers quickly. Its appeal likely led to a fast sale.","The property features modern design, high ceilings, and a pet-friendly patio, appealing to buyers. Its location near dining and shops adds to its desirability, likely leading to a quick sale.","The property features high-end finishes, modern design, and a desirable location near dining and shops, which are appealing to buyers. Its new construction and amenities likely contributed to a quick sale."
31523180,111,moderate,moderate,moderate,fast,"The property features extensive renovations and desirable amenities, which typically attract buyers. However, the age of the building and market conditions suggest a moderate selling time.","The property has appealing features and amenities, but the mention of a 'dramatic price reduction' suggests it may have been on the market longer than average, indicating a moderate selling time.","The property features a dramatic price reduction and luxurious amenities, which typically attract buyers quickly. Its prime location and stunning views further enhance its appeal."
3927324,28,fast,moderate,moderate,fast,"The property has a good number of features and space, but being an estate sale and sold as-is may have contributed to a moderate selling time, likely taking 40 to 69 days.","The property has appealing features like a finished basement and spacious yard, but the mention of 'estate sale, sold as-is' may indicate potential buyer hesitance, leading to a moderate selling time.","The property features desirable attributes like a spacious layout, multiple living areas, and a large yard, appealing to families. Its location in Chicago and the mention of an estate sale suggest a quick sale."
2053207262,133,moderate,fast,fast,fast,"The property is well-maintained and recently renovated, which typically attracts buyers quickly. Its desirable location and features likely contributed to a fast sale.","The property is well-maintained, recently renovated, and located in a desirable area with modern amenities, which typically attracts buyers quickly, leading to a fast sale.","The property is well-maintained, recently renovated, and located in a desirable area with modern amenities. These factors typically lead to a fast sale, likely under 104 days."
3685189,42,moderate,slow,slow,slow,"The property is an estate sale and sold as-is, which typically attracts fewer buyers. Additionally, the need for TLC may have extended the time on market, leading to a slow sale.","The property is an estate sale and sold as-is, indicating potential issues. The need for TLC and its age suggest it may take longer to attract buyers, leading to a slow sale.","The property is an estate sale and sold as-is, indicating potential issues that may deter buyers. Additionally, it requires TLC, which typically leads to a longer selling period."
3920428,48,moderate,moderate,fast,fast,"The property has appealing features and a good location, but its age and size may have contributed to a moderate selling time, likely taking between 40 to 69 days to sell.","The property features desirable attributes like 5 bedrooms, modern amenities, and a great location near public transport and shops, which typically attract buyers quickly.","The property features desirable attributes like a spacious layout, modern amenities, and a prime location near public transport and local shops, which typically attract buyers quickly."
4147854,57,moderate,slow,slow,slow,"The property is sold as-is and owned by HUD, which often leads to longer selling times due to buyer hesitance and the need for repairs. Additionally, the age of the home may deter quick sales.","The property is sold as-is and owned by HUD, which often indicates potential issues. Additionally, the lack of appealing features and the age of the home suggest a longer selling period.","The property is sold as-is and owned by HUD, which may deter buyers. Additionally, the lack of appealing features and the age of the home suggest a longer time on the market."
101278829,156,slow,fast,fast,fast,"The property is located in a desirable area with modern amenities and a spacious layout, likely attracting buyers quickly. Its features and location suggest a fast sale.","The property features high-end finishes, a desirable location between Logan Square and Wicker Park, and ample outdoor space, which are attractive to buyers, likely leading to a quick sale.","The property features high-end finishes, a desirable location between Logan Square and Wicker Park, and ample outdoor space, which are attractive to buyers, likely leading to a quick sale."
126321579,126,moderate,moderate,fast,fast,"The property is described as luxurious and move-in ready, which typically attracts buyers. However, the age of the building and the competitive market may have contributed to a moderate selling time.","The property is described as 'move-in ready' with luxurious amenities and a prime location, which are appealing features that typically lead to a fast sale.","The property is described as 'move-in ready' with luxurious amenities and a prime location, which typically attracts buyers quickly. Its features suggest high demand, likely leading to a fast sale."
21350912,9,fast,moderate,moderate,moderate,"The property is described as a cherished home with many upgrades and a long history, which may attract buyers but also suggests it might take time to find the right buyer, leading to a moderate selling time.","The property has appealing features and upgrades, but its long history with the same family may indicate a slower market response. The description lacks urgency, suggesting a moderate selling time.","The property has appealing features like a spacious family room and upgraded kitchen, but its long history with the same family may indicate a slower market response, leading to moderate selling time."
4134613,52,moderate,fast,fast,fast,"The property is beautifully renovated with modern finishes and a desirable open floor plan, likely attracting buyers quickly. Its appeal and location suggest a fast sale.","The property features high-end renovations and modern amenities, appealing to buyers looking for move-in ready homes. The description emphasizes quality and design, likely attracting quick interest.","The property features high-end renovations, modern amenities, and a desirable location in Chicago, which typically attracts buyers quickly, leading to a fast sale."
101434908,78,slow,fast,fast,fast,"The property features desirable amenities like a rooftop deck and prime location near attractions, likely attracting buyers quickly, resulting in a fast sale.","The property features desirable amenities like a rooftop deck with a jacuzzi, a prime location near popular areas, and a modern kitchen, which are attractive to buyers, suggesting a quick sale.","The property features a private rooftop deck, jacuzzi, and a prime location near popular areas, which are highly desirable attributes that typically lead to quick sales."
346016188,103,slow,moderate,fast,fast,"The property has appealing features and a prime location, but the size and age may lead to a moderate selling time, likely taking 40 to 69 days to sell.","The property features high-demand attributes such as a large living space, modern updates, and a prime location near amenities, which typically lead to a quick sale.","The property features desirable amenities like a large kitchen, updated appliances, and proximity to downtown, which are appealing to buyers. Its immediate occupancy and location likely contributed to a quick sale."
20444708,63,slow,slow,slow,moderate,"The property is a unique development opportunity in a desirable area, but its age and the need for potential renovations may have contributed to a longer time on the market.","The property is described as a unique development opportunity in a historic area, which may attract a niche market. The age and condition of the house suggest it may require significant investment, leading to a longer selling time.","The property is a unique development opportunity in a desirable area, which typically attracts interest. However, the age and need for potential renovations may lead to a moderate selling time."
2057933994,142,moderate,fast,fast,fast,"The property features luxurious amenities and a desirable location, likely attracting buyers quickly. Its unique features and spacious layout suggest a strong market appeal, leading to a fast sale.","The property features luxurious amenities, an open floor plan, and an inviting outdoor space, which are attractive to buyers. The description emphasizes comfort and elegance, suggesting a quick sale.","The property features luxurious amenities, an open floor plan, and an inviting outdoor space, which are highly desirable. The description emphasizes convenience and modern features, likely attracting buyers quickly."
250330084,43,moderate,slow,slow,moderate,"The property is an older multi-unit building in a redeveloping area, which may take longer to sell due to its age and the need for potential renovations, leading to a longer time on market.","The property is in a redeveloping area and has a significant age of 86 years, which may deter buyers. Additionally, it lacks fast-selling keywords, indicating a longer market time.","The property is a five-unit apartment building in a redeveloping area, which may attract interest but lacks fast-selling keywords. Its age and size suggest a moderate selling timeframe."
32287488,92,fast,fast,fast,fast,"The property is a renovated studio in a luxury hi-rise with desirable amenities and a great location, which likely contributed to a quick sale within 0 to 104 days.","The property features luxury amenities, a renovated interior, and a desirable location near public transport, which are appealing factors that typically lead to a fast sale.","The property features luxury amenities, a desirable location, and a renovated interior, which are appealing to buyers. The urgency in the description suggests it will sell quickly."
3648395,77,slow,moderate,fast,fast,"The property has appealing features like outdoor space and a great location, but its age and size may have contributed to a moderate selling time, likely between 40 to 68 days.","The property is well-located near public transport and amenities, features desirable outdoor space, and has a great floor plan, which are all attractive to buyers, suggesting a quick sale.","The property features a superb location near public transport and amenities, along with desirable attributes like outdoor space and included utilities, likely attracting buyers quickly."
3938367,35,fast,moderate,moderate,fast,"The property features extensive renovations and ample space, which typically attract buyers. However, its age and the 'as-is' condition may have contributed to a moderate selling time.","The property features desirable updates like a remodeled kitchen and large deck, but its age and being sold 'as is' may have contributed to a moderate selling time.","The property features desirable updates like a remodeled kitchen and hardwood floors, along with a large deck and finished basement, appealing to buyers. Its location in Chicago adds to its attractiveness."
32304623,161,slow,moderate,moderate,fast,"The property has appealing features like a large corner lot, a pool, and is conveniently located, which likely contributed to a moderate selling time of 89 to 151 days.","The property has appealing features like a heated inground pool and a well-maintained yard, but the presence of slow-selling keywords suggests it may not have generated immediate interest.","The property features desirable amenities like a heated inground pool and a beautifully manicured yard, which are attractive to buyers. Its location in a convenient area further enhances its appeal, likely leading to a quick sale."
30697100,0,fast,moderate,moderate,fast,"The property has a good amount of space and features, but its age and location in a competitive market may have contributed to a moderate selling time, likely between 89 to 151 days.","The property has appealing features like a spacious layout and updated amenities, but its age and location may contribute to a moderate selling time, likely taking between 89 to 151 days.","The property is located in Dyker Heights, a desirable neighborhood, and features multiple appealing attributes like a finished attic and updated systems, likely attracting buyers quickly."
32306395,226,slow,moderate,fast,fast,"The property is being sold through an auction, which typically has a set timeframe. Given the auction starts on 10-01-2023, it suggests a moderate selling period.","The property is being sold through Auction.com, which typically indicates a quicker sale process. The urgency of bidding suggests a fast-selling scenario.","The property is being sold through Auction.com, which typically indicates a quicker sale process. The urgency of bidding suggests a fast-selling scenario."
3639364,63,moderate,moderate,fast,fast,"The property is well-renovated and located in a desirable area, but the age and size may lead to a moderate selling time, likely taking 40 to 69 days to find the right buyer.","The property features recent renovations, a desirable location near parks and restaurants, and modern amenities, which typically attract buyers quickly, leading to a fast sale.","The property features recent renovations, a desirable location near parks and restaurants, and modern conveniences, which typically attract buyers quickly, leading to a fast sale."
32360340,126,moderate,moderate,moderate,moderate,"The property is well-located with ample amenities, which typically attracts buyers. However, its age and size may lead to a moderate selling time, likely between 104 to 197 days.","The property has a good number of bedrooms and amenities, but lacks fast-selling keywords. Its age and location may contribute to a moderate selling time.","The property has desirable features like 4 bedrooms and proximity to amenities, but lacks fast-selling keywords. This suggests a moderate selling time of 104 to 197 days."
95538891,99,slow,moderate,slow,moderate,"The property is unique and offers extensive features, which may attract buyers but could also lead to a longer decision-making process. Thus, it likely sold in a moderate timeframe.","The property has a unique equestrian focus and is situated on a large lot, which may appeal to a niche market. Additionally, the lengthy description and features suggest it may take longer to find the right buyer.","The property has unique features and a large lot, which may attract buyers, but the specific equestrian focus and size could lead to a longer selling period, resulting in moderate sales."
