zpid,GT,GT_class,basic_tom,words_tom,full_tom,basic_reason,words_reason,full_reason
244458249,157,moderate,moderate,fast,fast,"The property features desirable amenities and views, but its age and location may have contributed to a moderate selling time, likely taking between 97 to 212 days to sell.","The property features spectacular views, a sought-after location, and amenities like a doorman and pool, which are attractive to buyers. These factors likely contributed to a quick sale.","The property features spectacular views, a sought-after location, and amenities like a doorman and pool, which are attractive to buyers, suggesting a fast sale."
20504166,11,fast,fast,fast,fast,"The property is located in a desirable area with modern updates and amenities, which likely attracted buyers quickly. The combination of features and location suggests a fast sale.","The property features a desirable location, modern updates, and numerous attractive amenities, which are likely to appeal to buyers quickly, suggesting a fast sale.","The property features desirable attributes like a recent remodel, modern amenities, and a prime location in Westwood, which typically attract buyers quickly, leading to a fast sale."
20442795,65,moderate,moderate,fast,fast,"The property is located in a desirable area with many amenities, which typically attracts buyers. However, the age of the property and its size may have contributed to a moderate selling time.","The property is a well-designed townhouse in a desirable area with numerous appealing features and amenities, which typically attract buyers quickly, indicating a fast sale.","The property is a well-located townhouse with desirable features like a pool, spa, and upgraded interiors. The use of 'townhome' and 'resort styled oasis' suggests high demand, likely leading to a fast sale."
3851587,108,slow,fast,slow,fast,"This luxurious condo in a prime Chicago location likely attracted buyers quickly due to its stunning views, modern amenities, and desirable features, resulting in a fast sale.","The property features several slow-selling discriminative words like 'doorperson' and 'amenity', indicating it may not attract buyers quickly. Additionally, its age and high price point in a competitive market could contribute to a longer selling time.","The property features luxurious amenities, stunning views, and modern updates, appealing to buyers. Its prime location in Chicago's Magnificent Mile likely contributed to a quick sale."
3876648,48,moderate,fast,fast,fast,"The property is located in a highly sought-after area with desirable features and recent renovations, likely attracting buyers quickly. Its appeal and location suggest a fast sale.","The property features desirable attributes like a rehabbed kitchen, ample living space, and a prime location in a sought-after community, which typically leads to a quick sale.","The property features desirable attributes like a rehabbed kitchen, ample space, and a sought-after location in a gated community, which typically leads to quick sales."
89074633,141,moderate,moderate,fast,fast,"The property is well-located with attractive amenities, but the tenant occupancy until March may have delayed the sale, likely resulting in a moderate time on the market.","The property is located in a popular area of Downtown Brooklyn with numerous amenities and transportation options, which typically leads to a quicker sale. The description highlights desirable features.","The property features desirable amenities, a prime location in Downtown Brooklyn, and a spacious layout, which are attractive to buyers, likely leading to a quick sale."
20746689,62,slow,fast,fast,fast,"The property was marketed with a price reduction for a quick sale, indicating urgency. Its prime location and extensive renovations likely attracted buyers quickly.","The property features a price reduction for a quick sale, is fully renovated, and is located in a desirable area with amenities nearby, indicating a strong appeal for buyers.","The property features a price reduction for a quick sale, fully renovated status, and desirable location near amenities, which typically leads to fast sales in real estate."
20803674,101,slow,moderate,fast,fast,"The property is well-located and has appealing features, but the age of the building and the competitive market may have contributed to a moderate selling time.","The property is well-located in Hollywood, features desirable amenities, and has a price reduction, which typically attracts buyers quickly. The description emphasizes its move-in readiness and outdoor space.","The property is well-located in Hollywood, features desirable amenities like a patio and EV charging, and has a price reduction, which typically attracts buyers quickly."
19998238,25,moderate,moderate,moderate,moderate,"The property is well-located and features modern amenities, which typically attract buyers. However, its age and size may have contributed to a moderate selling time.","The property features modern amenities and a practical layout, which are appealing. However, the age of the home and lack of highly sought-after keywords suggest a moderate selling time.","The property features modern amenities and a desirable layout, but lacks fast-selling keywords. Its appeal suggests a moderate selling time of 12 to 56 days."
20173720,18,moderate,moderate,moderate,moderate,"The property has a spacious layout and luxurious features, which typically attract buyers. However, its age and size may lead to a moderate selling time, likely between 12 to 56 days.","The property features luxurious amenities and a spacious layout, which typically attract buyers. However, its age and specific location may lead to a moderate selling time.","The property features high-end amenities and a spacious layout, appealing to buyers. However, the presence of slow-selling words like 'ensuite' and 'cabinetry' suggests a moderate selling pace."
3690364,302,slow,moderate,slow,fast,"The property is well-located with desirable amenities and features, but its age and the competitive market may have contributed to a moderate selling time.","The description includes several slow-selling discriminative words like 'doorperson' and 'amenity', indicating a longer market time. Additionally, the age of the property may deter some buyers.","The property features desirable amenities, a prime location near Loyola University, and recent updates, which are appealing to buyers, likely leading to a quick sale."
2057626972,247,slow,fast,fast,fast,"The property is positioned as a luxury condominium with extensive amenities and immediate closings, suggesting high demand. This typically leads to a fast sale, likely within 0 to 97 days.","The property features luxury amenities and modern finishes, appealing to buyers looking for upscale living. Its prime location and immediate closings suggest a quick sale.","The property features luxury amenities, modern design, and is located in a desirable area of Brooklyn, which typically attracts buyers quickly, leading to a fast sale."
60266307,67,moderate,fast,slow,fast,"The property is located in a desirable area with numerous amenities and features that appeal to buyers, likely leading to a quick sale within 0 to 37 days.","The description includes several slow-selling discriminative words like 'doorperson' and 'amenity', indicating a longer market time. The condo's age and location may also contribute to a slower sale.","The property features desirable amenities, a prime location in Gold Coast, and modern updates, which are appealing to buyers. The presence of a doorman and fitness center adds to its attractiveness."
20564163,40,moderate,moderate,moderate,slow,"The property was sold with potential for improvement and in as-is condition, which may have attracted buyers but also required time for consideration, leading to a moderate selling time.","The property is a probate sale and sold as-is, which may deter some buyers. However, its location and potential for customization suggest a moderate selling time.","The property is a probate sale and sold as-is, which typically indicates potential issues that may deter buyers. Additionally, the age and condition suggest a longer selling period."
19944699,4,fast,moderate,moderate,moderate,"The property features high-end finishes and a desirable location, which typically attracts buyers. However, the age of the home and size may have contributed to a moderate selling time.","The property features high-end finishes and a desirable location, but the age of the home and specific luxury terms suggest it may take longer to find the right buyer, leading to a moderate selling time.","The property features high-end finishes and a desirable location, but the presence of slow-selling words like 'ensuite' and 'cabinetry' suggests a moderate selling pace."
19868957,20,moderate,fast,fast,fast,"The property is described as an excellent investment opportunity and is centrally located, which typically attracts buyers quickly. The mention of it not lasting long suggests a fast sale.","The description emphasizes a 'wonderful opportunity' and 'won't last long', indicating high demand. The mention of investment potential and updates suggests it will attract buyers quickly.","The property is positioned as an excellent investment opportunity with updated features and potential for ADUs, appealing to contractors and investors, suggesting a quick sale."
20744807,26,moderate,moderate,slow,slow,"The property is a fixer-upper in a trendy neighborhood, which may attract buyers but also requires investment and time for renovations. This likely led to a moderate selling time.","The property is described as a 'diamond in the rough' needing significant work, which typically indicates a longer selling time. Additionally, it lacks fast-selling keywords, suggesting a slower market response.","The property is described as a 'diamond in the rough' needing significant work, which may deter buyers. Additionally, it lacks fast-selling keywords, indicating a longer market time."
219714742,221,slow,moderate,moderate,fast,"The property is a luxurious condo in a prime location with extensive features, which typically attracts buyers. However, the size and price may lead to a moderate selling time, likely between 97 to 212 days.","The property features high-end finishes and a prime location, but lacks the fast-selling keywords. Its size and luxury may attract buyers, leading to a moderate selling time.","The property features high-end finishes, luxury amenities, and a desirable location in New York, which typically attracts buyers quickly, leading to a fast sale."
20761286,15,moderate,moderate,slow,slow,"The property is well-described and located in a desirable area, which typically attracts buyers. However, the age of the home and size may lead to a moderate selling time, likely between 12 to 56 days.","The description includes terms like 'Calcutta' and 'seamlessly', which are associated with slow-selling properties. Additionally, the age of the home (64 years) may deter some buyers.","The property features several slow-selling keywords like 'Calcutta' and 'seamlessly', indicating a luxury appeal that may attract buyers but typically takes longer to sell."
3808530,69,moderate,moderate,fast,fast,"The property is well-priced and features multiple updates, which typically attract buyers. However, the age of the property and its size may lead to a moderate selling time.","This property features a competitive price, numerous updates, and a prime location near downtown Chicago, which are all appealing factors that typically lead to a fast sale.","This property features a competitive price, numerous updates, and a prime location near public transport, which are all appealing factors that typically lead to a fast sale."
4130050,198,slow,fast,fast,fast,"The property is described as 'priced to sell' and features desirable updates and location, which likely contributed to a quick sale, falling within the fast-selling range.","The property is described as 'priced to sell' and features attractive updates in a desirable location, which typically indicates a fast sale. The positive attributes suggest high demand.","The property features attractive updates, a desirable location, and is priced to sell, which are strong indicators for a quick sale. The description emphasizes its appeal and nearby amenities."
2068672812,43,moderate,moderate,fast,fast,"The property is located in a desirable area with potential for income generation, which typically attracts buyers. However, the age and condition may lead to a moderate selling time.","The property is located in a hot emerging neighborhood with potential for income generation and approved plans for expansion, appealing to investors and builders, likely leading to a quick sale.","The property is located in a desirable area with potential for income generation and development, appealing to investors and builders, which typically leads to a quick sale."
158513053,77,slow,fast,fast,fast,"The property is in a desirable neighborhood with modern features and ample space, likely attracting buyers quickly. Its recent build and family-friendly layout suggest a fast sale.","The property features modern amenities, a desirable location, and family-friendly layout, which are appealing to buyers. The description emphasizes its pristine condition and smart home features, likely attracting quick interest.","The property features modern amenities, a desirable location, and family-friendly attributes, which are appealing to buyers. Its pristine condition and smart home features likely contributed to a quick sale."
20008297,27,moderate,moderate,fast,fast,"The property is well-remodeled and located in a desirable gated community, which typically attracts buyers. However, the age of the building and market conditions suggest a moderate selling time.","The property features extensive renovations, a desirable location in a gated community, and a spacious layout, which are appealing factors that typically lead to a quick sale.","The property features a remodeled interior, spacious layout, and desirable amenities in a gated community, which are attractive to buyers. Its readiness for immediate move-in likely contributed to a quick sale."
3797400,69,moderate,moderate,moderate,moderate,"The property has appealing features like original woodwork and a finished basement, but its age and need for updates may have contributed to a moderate selling time.","The description highlights a well-cared-for home with original features and updates, appealing to buyers. However, the age of the property and lack of trendy keywords suggest a moderate selling time.","The description highlights original features and potential for customization, appealing to buyers. However, the age of the home and the need for updates may slow the sale."
4018202,32,fast,moderate,fast,fast,"The property features many appealing upgrades and a great location, which typically attract buyers. However, its age and the need for some updates may have contributed to a moderate selling time.","The property features high-end finishes, a desirable location, and immediate occupancy, which are attractive to buyers. The description emphasizes modern amenities and a spacious layout, likely leading to a quick sale.","The property features high-end finishes, a desirable location, and immediate occupancy, which are attractive to buyers. The description emphasizes convenience and luxury, likely leading to a quick sale."
245548621,34,fast,fast,fast,fast,"The property features modern amenities, a desirable location, and ample space, which likely attracted buyers quickly. The combination of these factors suggests a fast sale.","The property features modern amenities, a desirable open layout, and is located in a convenient area close to public transport and local attractions, which typically attracts buyers quickly.","The property features modern amenities, a desirable location, and an open layout ideal for entertaining, which are attractive to buyers. Its newer construction and proximity to conveniences suggest a quick sale."
87700611,60,moderate,fast,fast,fast,"The property features modern amenities and a desirable location in Chicago, which typically attracts buyers quickly. The combination of two en-suites and included parking likely contributed to a fast sale.","The property features modern renovations, desirable amenities like en-suites and parking, and is located in a vibrant area, which typically attracts buyers quickly.","The property features desirable attributes like a renovated interior, modern amenities, and a convenient location, which are likely to attract buyers quickly, leading to a fast sale."
3971986,47,moderate,fast,fast,fast,"The property is impeccably renovated and located in a desirable area of Chicago, which typically attracts buyers quickly. The description suggests high demand, indicating a fast sale.","The property features extensive renovations and modern amenities, which are highly desirable. The description emphasizes urgency with phrases like 'this will not last long', indicating a likely fast sale.","The property features extensive renovations, modern amenities, and is located in a desirable area close to shopping and transportation, indicating high demand and likely a quick sale."
82876415,55,moderate,fast,fast,fast,"The property is described as move-in ready in a trendy location with appealing features, suggesting high demand. The statement 'it won't last long' indicates a likely fast sale.","The property is described as 'move-in ready' in a trendy location with desirable features like a gym and pool. The phrase 'it won't last long' suggests high demand, indicating a fast sale.","The property is described as 'move-in ready' in a trendy location with desirable features like a gas fireplace and a balcony. The mention of it being the 'best unit on the market' suggests high demand, likely leading to a fast sale."
20162951,9,fast,moderate,slow,moderate,"The property offers a unique blend of nature and modern living, appealing to buyers seeking tranquility. However, its age and specific features may have contributed to a moderate selling time.","The property features elements like a barn house and chicken coop, which may appeal to a niche market. Additionally, the age of the home and its specific location could contribute to a longer selling time.","The property features appealing attributes like a spacious layout and outdoor amenities, but lacks fast-selling keywords. Its unique equine aspect may attract niche buyers, leading to moderate sales."
3824979,49,moderate,slow,slow,slow,"The property has multiple challenges, including tenant occupancy and the need for significant updates, which likely extended the time on market, resulting in a slow sale.","The property is tenant-occupied, requires significant updates, and is being sold as-is, which typically leads to a longer selling period. Additionally, the need for tenant eviction complicates the sale.","The property is tenant-occupied, requires eviction, and is being sold as-is with no inspection contingencies. These factors typically lead to a longer selling period."
2066391656,99,moderate,moderate,fast,fast,"The property is in a desirable location with luxury features, but its age and specific market conditions may have contributed to a moderate selling time, likely between 97 to 212 days.","The property is a luxury condo in a prime location with desirable features like urban views and a pet-friendly policy. The description emphasizes its turnkey status, which typically attracts buyers quickly.",The property is a luxury condo in a desirable Turtle Bay location with appealing features like high ceilings and a turnkey status. Its proximity to public transport and amenities suggests a quick sale.
32278494,284,slow,moderate,slow,slow,"The property is appealing to investors and handymen, suggesting potential for a good sale. However, being sold as-is and requiring renovations may lead to a moderate selling time.","The property is being sold as-is and targets cash buyers only, which typically indicates a longer selling process. Additionally, the presence of a large yard and older age may deter some buyers.","The property is being sold as-is and targets cash buyers only, which may limit the pool of potential buyers. Additionally, the need for renovations suggests a longer selling period."
245406394,67,fast,moderate,fast,fast,"The property is located in a prime area with appealing features, but the age of the building and board approval may have contributed to a moderate selling time.","The property is located in prime Flushing, has abundant natural light, and is close to public transport, which are attractive features that typically lead to a quick sale.","The property is in a prime location with abundant natural light and space, appealing features like subletting options, and proximity to transport and amenities, indicating strong buyer interest."
2099549367,55,moderate,moderate,fast,fast,"The property is a luxury condo with ample space and high-end finishes, which typically attracts buyers but may take longer due to its price point and niche market appeal.","This luxury condo features high-end finishes, ample space, and a prime location in Logan Square, which are attractive to buyers. The detailed description and amenities suggest a quick sale.","This luxury condo features high-end finishes, ample space, and desirable outdoor areas in a walkable neighborhood, making it highly attractive to buyers, likely leading to a fast sale."
79723410,232,slow,moderate,fast,fast,"The property is located in a desirable area with many amenities, but its age and the specific restrictions on pets and subletting may have contributed to a moderate selling time.","The property features modern renovations, abundant natural light, and desirable amenities like a private pool and security, appealing to buyers. Its prime location and luxury aspects suggest a quick sale.","The property is located in a desirable area with modern renovations and amenities, which typically attract buyers quickly. The description emphasizes luxury and convenience, indicating strong market appeal."
2057663386,169,moderate,moderate,fast,fast,"The property is well-located and features desirable amenities, but its age and size may have contributed to a moderate selling time, likely taking between 97 to 212 days to sell.","The property features desirable attributes like a spacious layout, modern updates, and a prime location in Rego Park, which are appealing to buyers, likely leading to a quick sale.","The property features desirable attributes like a spacious layout, modern updates, and a prime location in Rego Park, which typically attracts buyers quickly, leading to a fast sale."
3705902,89,slow,moderate,moderate,fast,"The property has a spacious layout and desirable features, but its age and location may have contributed to a moderate selling time, likely taking between 37 to 74 days to sell.","The property has appealing features like a spacious layout and recent updates, but lacks strong fast-selling keywords. This suggests a moderate selling time, likely between 37 to 74 days.","The property features desirable attributes like a spacious layout, recent renovations, and a private garage, along with appealing HOA benefits, which typically attract buyers quickly."
348574387,67,slow,fast,fast,fast,"The property is a new construction in a desirable area with modern features and low HOA dues, likely attracting buyers quickly. Its appeal suggests a fast sale, likely within 12 days.","The property features modern design, high ceilings, and a pet-friendly patio, appealing to buyers. Its location near dining and shops adds to its desirability, likely leading to a quick sale.","The property features high-end finishes, modern design, and a desirable location near dining and shops, which are appealing to buyers. Its new construction and pet-friendly amenities likely contributed to a quick sale."
31523180,111,moderate,fast,moderate,fast,"The property features a dramatic price reduction and desirable amenities, which likely attracted buyers quickly, resulting in a fast sale within the 0 to 97 days range.","The description highlights a dramatic price reduction and luxurious features, which can attract buyers. However, the age of the property and the specific location may lead to a moderate selling time.","The property features a dramatic price reduction and luxurious amenities, which typically attract buyers quickly. Its prime location and stunning views further enhance its appeal."
3927324,28,fast,moderate,fast,fast,"The property has a good number of features and space, but being an estate sale and sold as-is may have contributed to a moderate selling time, likely between 37 to 77 days.","The property features desirable attributes like a spacious layout, multiple living areas, and a large yard, appealing to families. The description emphasizes comfort and convenience, likely attracting buyers quickly.","The property features desirable attributes like a spacious layout, multiple living areas, and a large yard, appealing to families. Its location in Chicago and the mention of an estate sale suggest a quick sale."
2053207262,133,moderate,fast,fast,fast,"The property is well-maintained and recently renovated, which typically attracts buyers quickly. Its desirable location and features likely contributed to a fast sale.","The property is well-maintained, recently renovated, and located in a desirable area with modern amenities. These factors typically lead to a fast sale in the competitive New York market.","The property features desirable attributes like a designer kitchen, ample closet space, and is freshly painted, which are appealing to buyers. Its location near transportation and amenities also enhances its marketability."
3685189,42,moderate,slow,slow,slow,"The property is an estate sale and sold as-is, which typically attracts fewer buyers. Additionally, the need for TLC suggests it may take longer to sell, leading to a slow selling classification.","The property is described as needing TLC and is an estate sale sold as-is, which typically indicates a longer selling period. Additionally, the age of the house and the need for repairs suggest it may not attract quick buyers.","The property is described as needing TLC and is an estate sale sold as-is, which typically indicates a longer selling period. Additionally, the age of the home and the need for renovations may deter quick buyers."
3920428,48,moderate,moderate,fast,fast,"The property has appealing features and a good location, but its age and size may lead to a moderate selling time, likely taking between 37 to 77 days to sell.","The property features desirable attributes like 5 bedrooms, modern updates, and a great location near amenities, which typically attract buyers quickly, suggesting a fast sale.","The property features desirable attributes like a spacious layout, modern amenities, and a prime location near public transport and schools, which typically attract buyers quickly."
4147854,57,moderate,slow,slow,slow,"The property was sold as-is and owned by HUD, which often indicates a longer selling process. Additionally, the age of the home and potential condition issues may have contributed to a slower sale.","The property is sold as-is and owned by HUD, which often indicates potential issues. The lack of appealing features and the age of the home suggest a longer time on the market.","The property is sold as-is and owned by HUD, which often indicates potential issues. The lack of warranties and the need for renovations may deter buyers, leading to a longer selling period."
101278829,156,slow,moderate,fast,fast,"The property is well-appointed and located in a desirable area, but its size and price may have contributed to a moderate selling time, likely taking between 37 to 77 days to sell.","The property features high-end finishes, a desirable location between Logan Square and Wicker Park, and ample outdoor space, which are attractive to buyers, likely leading to a quick sale.","The property features high-end finishes, a desirable location between Logan Square and Wicker Park, and ample outdoor space, which are all attractive to buyers, likely leading to a quick sale."
126321579,126,moderate,moderate,fast,fast,"The property is in a desirable location with many amenities, but its age and the competitive market may have contributed to a moderate selling time, likely between 97 to 212 days.","The property is described as 'move-in ready' and located in a prestigious area with numerous amenities, which typically attracts buyers quickly. Its investment potential and central location further enhance its appeal.","The property is described as 'move-in ready' with luxurious amenities and a prime location near public transport and local attractions, indicating high demand and likely a quick sale."
21350912,9,fast,moderate,moderate,moderate,"The property, being freshly listed after nearly five decades, likely attracted interest but may have taken time to find the right buyer, resulting in a moderate selling period.","The property has a charming description and several upgrades, but it has been on the market for a long time (nearly five decades). This suggests a moderate selling time due to its unique history.","The property has been well-maintained and upgraded, which typically attracts buyers, but its long history of nearly five decades may slow down the selling process, leading to a moderate sale time."
4134613,52,moderate,fast,fast,fast,"The property is described as magnificently renovated with high-quality finishes, which typically attracts buyers quickly. The appealing features and location in Chicago suggest a fast sale.","The property features high-end renovations and modern amenities, which are appealing to buyers. The description emphasizes quality and design, suggesting a quick sale.","The property features high-end renovations, a desirable open floor plan, and modern amenities, which are appealing to buyers. The use of words like 'magnificently renovated' suggests a quick sale."
101434908,78,slow,fast,fast,fast,"The property features desirable amenities like a rooftop deck and prime location near attractions, likely attracting buyers quickly, resulting in a fast sale.","The property features desirable amenities like a rooftop deck with a jacuzzi, a prime location near popular areas, and a modern chef's kitchen, which are attractive to buyers, suggesting a quick sale.","The property features a private rooftop deck, jacuzzi, and a prime location near popular areas, which are highly desirable attributes that typically lead to quick sales."
346016188,103,slow,fast,fast,fast,"The property is well-located near amenities and has appealing features like updated appliances and spacious living areas, likely attracting buyers quickly.","The property is well-located near amenities and has appealing features like high-end appliances and abundant natural light, which typically attract buyers quickly.","The property features desirable amenities like a large living space, updated kitchen, and proximity to public transport and entertainment, which typically attract buyers quickly."
20444708,63,slow,slow,slow,moderate,"The property is a unique development opportunity in a sought-after area, which may take longer to sell due to its specific investment nature and the age of the building.","The property is described as a unique development opportunity in a sought-after area, but its age and lack of modern amenities suggest it may take longer to sell, likely due to the need for renovation.","The property is a unique development opportunity in a desirable area, but lacks fast-selling keywords. Its potential for transformation may attract buyers, leading to a moderate sale time."
2057933994,142,moderate,moderate,moderate,fast,"The property features luxurious amenities and a spacious layout, which typically attract buyers. However, the age of the home and market conditions may have contributed to a moderate selling time.","The property features luxurious amenities and a spacious layout, which typically attract buyers. However, the presence of slow-selling keywords like 'inground' and 'bbqs' suggests a moderate selling pace.","The property features luxurious amenities like a heated pool, solar panels, and a state-of-the-art kitchen, appealing to buyers. Its location in Rockwood Park adds to its desirability, likely leading to a fast sale."
250330084,43,moderate,moderate,moderate,moderate,"The property is in a redeveloping area with potential rental upside, which typically attracts buyers. However, the age and size may lead to a moderate selling time.","The property is a five-unit apartment building in a redeveloping area, which may attract interest but also has an older age and mixed unit types, leading to a moderate selling time.","The property is a five-unit apartment building in a redeveloping area, which suggests potential but may not attract immediate buyers. The age and size could also contribute to a moderate selling time."
32287488,92,fast,fast,fast,fast,"The property is a luxury hi-rise studio in New York, which typically attracts buyers quickly due to its desirable amenities and location. The features suggest a strong market appeal.","The property features luxury amenities, a renovated studio, and a desirable location near public transport, which are appealing factors that typically lead to a quick sale.","The property features luxury amenities, a desirable location with ocean views, and is move-in ready, which are attractive to buyers, leading to a fast sale."
3648395,77,slow,moderate,fast,fast,"The property has appealing features like outdoor space and a great location, but its age and size may lead to a moderate selling time, likely taking between 37 to 74 days.","The property is in a superb location near public transport and parks, with desirable features like outdoor space and included utilities, which typically attract buyers quickly.","The property features a superb location near public transport and amenities, along with desirable attributes like outdoor space and included utilities, making it highly attractive to buyers."
3938367,35,fast,moderate,moderate,fast,"The property has desirable features like a remodeled kitchen and large deck, but its age and being sold 'as is' may have contributed to a moderate selling time.","The property features desirable updates like a remodeled kitchen and hardwood floors, but the age and 'as-is' condition may have contributed to a moderate selling time.","The property features a remodeled kitchen, hardwood floors, and a finished basement, appealing to buyers looking for move-in ready homes. Its desirable location and amenities suggest a quick sale."
32304623,161,moderate,moderate,moderate,fast,"The property has appealing features like a large corner lot, a pool, and convenient location, which likely contributed to a moderate selling time of 83 to 171 days.","The property has appealing features like a heated inground pool and a well-maintained yard, but the presence of slow-selling keywords suggests it may not attract buyers quickly.","The property features desirable amenities like a heated inground pool and a well-maintained yard, which are attractive to buyers. Its location in a convenient area further enhances its appeal, likely leading to a quick sale."
30697100,0,fast,moderate,moderate,moderate,"The property has a good amount of space and features, but its age and location in a competitive market may have contributed to a moderate selling time.","The property has a spacious layout and several appealing features, but its age and location may contribute to a moderate selling time, likely taking between 83 to 171 days.","The property has several appealing features like a spacious layout and updated amenities, but its age and location may limit its market appeal, leading to a moderate selling time."
32306395,226,slow,fast,slow,fast,"The property is being sold through an auction, which typically results in a faster sale due to competitive bidding. Auctions often close within a short timeframe, usually under 83 days.","The property is being sold through an auction, which typically indicates a longer selling process. Additionally, the age of the house and lack of parking may deter buyers, contributing to a slow sale.","The property is being sold through Auction.com, which typically indicates a quick sale process. The urgency of bidding suggests a fast-selling scenario, likely under 83 days."
3639364,63,moderate,moderate,fast,fast,"The property is well-renovated and located in a desirable area, which typically attracts buyers. However, the age of the house and size may lead to a moderate selling time, likely around 37 to 77 days.","The property features recent renovations, a desirable location near parks and restaurants, and modern conveniences, which typically attract buyers quickly, indicating a fast sale.","The property features recent renovations, a desirable location near parks and restaurants, and modern conveniences, which typically attract buyers quickly, leading to a fast sale."
32360340,126,moderate,moderate,moderate,fast,"The property is well-located with ample amenities, which typically attracts buyers. However, its age and size may lead to a moderate selling time, likely between 97 to 212 days.","The property has a good number of bedrooms and amenities, but the age of 25 years and lack of fast-selling keywords suggest it may take longer to sell, placing it in the moderate category.","The property is well-located near amenities and has desirable features like multiple bedrooms and baths, which typically attract buyers quickly, suggesting a fast sale."
95538891,99,slow,moderate,slow,slow,"The property is unique and spacious, appealing to a niche market, which may lead to a moderate selling time. Its features and location suggest it took longer than 12 days but less than 56.","The property has a unique equestrian focus and extensive features, which may appeal to a niche market. Additionally, the lengthy description and lack of fast-selling keywords suggest a slower sale.","The property has unique features and a large lot, but its specialized equestrian setup may limit buyer interest, leading to a longer time on the market."
19913878,4,fast,moderate,fast,fast,"The property has appealing features like a spacious layout and low HOA dues, which likely attracted buyers. However, the age of the property and market conditions suggest a moderate selling time.","The property features appealing attributes like a spacious layout, modern amenities, and a desirable location in Los Angeles, which are likely to attract buyers quickly.","The property features desirable attributes like a townhome layout, low HOA dues, and modern amenities, which are appealing to buyers, likely leading to a quick sale."
